,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,258.52535916093376,209.58306579589845,3.6014536203431025,0.0,0.0,0.0
std,1.7146573642398235,1.9497929530764526,0.04046862731397494,0.0,0.0,0.0
