,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,254.74235812480762,199.64155660962302,3.5714602804566757,0.0,0.0,0.0
median,253.06397573899608,199.13580612909226,3.564880110251208,0.0,0.0,0.0
std,5.404804599798915,3.4646292163511907,0.05831394443993814,0.0,0.0,0.0
