,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,466.2210954236905,392.44330846908247,7.077319988030677,0.0,0.0,0.0
median,481.40446956954355,399.58244680851067,7.26677425930764,0.0,0.0,0.0
std,120.04285431238122,118.54495897992622,2.1184239802627305,0.0,0.0,0.0
