True,Pred
4484,4959.0957
4911,4936.786
5218,5047.5605
5759,5206.7954
5456,5457.673
5359,5519.9434
5305,5518.1943
5769,5494.8315
5565,5611.097
5367,5625.281
5633,5572.71
5664,5614.055
6082,5650.1523
6505,5791.5654
5813,5999.4917
6379,5923.52
6091,6028.512
6219,6010.378
6052,6031.541
6105,5995.957
6030,5987.9766
5969,5962.49
5707,5929.8403
5681,5835.5283
6052,5771.236
5904,5842.276
5426,5847.927
6005,5712.7686
5766,5794.1514
5946,5781.3765
5981,5823.592
6104,5859.9243
5991,5916.169
5670,5916.6025
5709,5821.642
5416,5772.786
5793,5661.827
5750,5704.0825
5399,5723.539
6123,5635.1675
5730,5787.228
6015,5772.384
5989,5840.0083
6333,5873.536
6388,5990.1973
6048,6076.0977
6322,6026.107
6405,6068.5444
6523,6119.0493
