,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,316.69299045384554,250.71701325061272,4.43000554955323,0.0,0.0,0.0
std,75.08980977572554,71.19442709314121,1.3302483402302259,0.0,0.0,0.0
