True,Pred
4825,4643.426
4462,4677.0396
4642,4720.769
4369,4645.501
4672,4643.7817
4661,4645.0654
4655,4756.0444
4716,4747.424
4377,4777.9824
4484,4644.121
4911,4643.9897
5218,4801.9785
5759,5174.159
5456,5554.9863
5359,5649.0054
5305,5478.8325
5769,5413.899
5565,5595.9727
5367,5701.092
5633,5528.286
5664,5562.3643
6082,5687.5947
6505,5882.043
5813,6234.7065
6379,6113.3335
6091,6070.783
6219,6180.9326
6052,6117.351
6105,6098.673
6030,6052.6177
5969,6042.325
5707,5985.152
5681,5846.4595
6052,5725.9756
5904,5876.19
5426,5966.229
6005,5696.4175
5766,5749.514
5946,5887.043
5981,5865.7803
6104,5955.573
5991,6022.8906
5670,6025.166
5709,5839.484
5416,5722.7495
5793,5610.4263
