,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,261.98793778029597,209.81930372450086,3.57820925434209,0.0,0.0,0.0
std,4.856966206487743,2.3694710854032492,0.024781833369860996,0.0,0.0,0.0
