,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,324.6785066280939,261.90660748106063,4.605149485043141,0.0,0.0,0.0
std,35.73452500553966,28.447941019106338,0.38905434243675346,0.0,0.0,0.0
