,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,277.8813671957613,223.85854907066997,3.9388359247609563,0.0,0.0,0.0
std,41.038140313129794,37.28107092668068,0.700998689222687,0.0,0.0,0.0
