,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,3.6993513244916114e+43,5.815269964955607e+42,1.0093953665993123e+41,0.0,0.0,0.0
median,3.699351324491612e+43,5.815269964955608e+42,1.009395366599312e+41,0.0,0.0,0.0
std,5.036411761861972e+27,1.259102940465493e+27,1.9673483444773327e+25,0.0,0.0,0.0
