,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,250.4841080400915,187.34898591218177,3.2335940183569885,0.0,0.0,0.0
median,250.34607083962692,187.143798828125,3.230260316830738,0.0,0.0,0.0
std,1.852875563645867,1.0062650473024612,0.018987136207837985,0.0,0.0,0.0
