,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,892.9400791416605,795.390720896678,13.80668271592174,0.0,0.0,0.0
median,747.5390023214085,642.9608055320946,11.17806012096072,0.0,0.0,0.0
std,391.7305125754906,406.5679589974778,7.050244995961532,0.0,0.0,0.0
