model_name,seed,rmse,mae,mape,compute_time,success,seed_idx,trial,original_seed
LSTM_Config2,589693528,344.88483,283.86267,4.769998788833618,4.441234588623047,True,4,45,589693528
LSTM_Config2,1061108237,296.4377,239.13391,3.9949752390384674,4.065218687057495,True,4,46,1061108237
LSTM_Config2,1221122482,844.6486,743.37744,11.914777010679245,3.939241409301758,True,4,47,1221122482
LSTM_Config2,1234399231,413.19095,310.39453,5.3137704730033875,4.523705005645752,True,4,48,1234399231
LSTM_Config2,1090197739,333.8067,280.17053,4.597316309809685,4.136634588241577,True,4,49,1090197739
LSTM_Config2,1061515124,302.7465,259.69565,4.34078611433506,4.13206934928894,True,5,0,1061515124
LSTM_Config2,819521170,544.68604,473.0247,7.61396661400795,4.52839732170105,True,5,1,819521170
LSTM_Config2,1456461831,287.1869,194.48474,3.3084869384765625,4.10098934173584,True,5,2,1456461831
LSTM_Config2,378251237,319.71494,227.8879,3.904375806450844,4.117258310317993,True,5,3,378251237
LSTM_Config2,1459254039,269.11758,196.32121,3.384162485599518,4.490841627120972,True,5,4,1459254039
LSTM_Config2,1732080636,293.0532,225.21155,3.8083460181951523,4.129982948303223,True,5,5,1732080636
LSTM_Config2,1482366440,952.2854,892.57074,14.771836996078491,4.01638650894165,True,5,6,1482366440
LSTM_Config2,1619527988,276.93253,211.23616,3.5728059709072113,4.4748358726501465,True,5,7,1619527988
LSTM_Config2,1315660842,314.41016,258.42892,4.316695407032967,4.056751012802124,True,5,8,1315660842
LSTM_Config2,1226305710,276.37564,211.15271,3.588852286338806,4.0332252979278564,True,5,9,1226305710
LSTM_Config2,2081348945,741.63794,662.60956,11.049533635377884,4.557563304901123,True,5,10,2081348945
LSTM_Config2,990311902,306.69717,221.31921,3.761487826704979,4.167160511016846,True,5,11,990311902
LSTM_Config2,783471137,626.18536,564.5874,9.122248739004135,4.048144817352295,True,5,12,783471137
LSTM_Config2,1861549106,304.87662,257.9727,4.2791713029146194,4.48847508430481,True,5,13,1861549106
LSTM_Config2,1509034118,689.3165,501.97324,8.387360721826553,4.05603289604187,True,5,14,1509034118
LSTM_Config2,1819508888,313.76385,246.13567,4.20684851706028,4.0046257972717285,True,5,15,1819508888
LSTM_Config2,1140597031,314.5063,236.40678,4.011396691203117,4.425049543380737,True,5,16,1140597031
LSTM_Config2,1436395164,284.63885,232.80815,3.8946080952882767,4.140004873275757,True,5,17,1436395164
LSTM_Config2,1349152543,382.0554,308.17874,5.161276087164879,3.980891704559326,True,5,18,1349152543
LSTM_Config2,468075294,289.50354,220.3949,3.7240102887153625,4.411957740783691,True,5,19,468075294
LSTM_Config2,107843155,331.56143,248.19646,4.215829074382782,4.105902671813965,True,5,20,107843155
LSTM_Config2,1433612257,323.40363,264.50278,4.437741637229919,4.041372776031494,True,5,21,1433612257
LSTM_Config2,484659430,284.81442,200.26982,3.4356392920017242,4.357685089111328,True,5,22,484659430
