True,Pred
4377,5698.189
4484,5698.1895
4911,5698.1914
5218,5698.19
5759,5698.1895
5456,5698.1895
5359,5698.1914
5305,5698.1914
5769,5698.1914
5565,5698.19
5367,5698.189
5633,5698.192
5664,5698.197
6082,5698.1978
6505,5698.1978
5813,5698.1978
6379,5698.1978
6091,5698.1978
6219,5698.198
6052,5698.1978
6105,5698.1978
6030,5698.1987
5969,5698.198
5707,5698.199
5681,5698.1987
6052,5698.199
5904,5698.1987
5426,5698.1987
6005,5698.199
5766,5698.1987
5946,5698.1987
5981,5698.1987
6104,5698.1987
5991,5698.1987
5670,5698.1987
5709,5698.1987
5416,5698.1987
5793,5698.1987
