True,Pred
4716,4926.5283
4377,4957.5327
4484,4848.8965
4911,4823.123
5218,4970.2305
5759,5172.203
5456,5485.7837
5359,5547.925
5305,5534.214
5769,5499.4673
5565,5648.689
5367,5661.8223
5633,5591.5728
5664,5646.1685
6082,5691.5093
6505,5870.3525
5813,6127.744
6379,6017.444
6091,6147.8853
6219,6119.1475
6052,6144.544
6105,6098.1133
6030,6089.3257
5969,6058.2744
5707,6018.5674
5681,5900.787
6052,5824.2153
5904,5920.5654
5426,5927.022
6005,5753.3315
5766,5863.06
5946,5845.5728
5981,5899.2417
6104,5943.372
5991,6012.2314
5670,6008.7817
5709,5885.883
5416,5827.213
5793,5689.8003
5750,5751.3945
5399,5777.908
6123,5664.1533
5730,5862.605
6015,5837.867
5989,5921.741
6333,5960.1675
6388,6105.23
6048,6207.476
6322,6136.7715
6405,6189.729
6523,6252.006
