,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,269.7112342674099,221.7519775390625,3.7675452730420864,0.0,0.0,0.0
median,259.99705932447705,213.74769694010416,3.650705416500674,0.0,0.0,0.0
std,34.926242417251906,30.99416469982549,0.49527502174147725,0.0,0.0,0.0
