,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,238.62784438891455,185.8712445746528,3.186998594891734,0.0,0.0,0.0
median,238.68389257594728,185.57338053385416,3.1868934778566893,0.0,0.0,0.0
std,1.584764264198972,1.1276959974410692,0.015995084455407517,0.0,0.0,0.0
