,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,289.29653451880074,227.2467887655337,3.9850604278083077,0.0,0.0,0.0
std,3.7836891105497865,3.4722458617734255,0.05540074162488198,0.0,0.0,0.0
