,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,541.0265689108764,478.4935941392097,8.612418038832141,0.0,0.0,0.0
median,440.67848684721923,368.96590523097825,6.587983504931478,0.0,0.0,0.0
std,256.01020126012384,264.8149779812847,4.7744930531529715,0.0,0.0,0.0
