True,Pred
4462,4900.627
4642,4338.137
4369,4691.2827
4672,4303.548
4661,4710.8394
4655,4617.7725
4716,4628.543
4377,4677.396
4484,4394.68
4911,4542.894
5218,5022.0474
5759,5288.486
5456,5891.7495
5359,5324.4253
5305,5449.149
5769,5314.5923
5565,5855.3496
5367,5453.1826
5633,5446.4575
5664,5643.5234
6082,5621.0054
6505,6171.417
5813,6605.988
6379,5705.5093
6091,6498.906
6219,5954.821
6052,6245.901
6105,5982.2637
6030,6109.8525
5969,5982.3193
5707,5967.282
5681,5747.6973
6052,5737.2686
5904,6114.751
5426,5801.1978
6005,5554.0176
5766,6107.825
5946,5647.2573
5981,5949.4097
6104,5928.9893
5991,6071.283
5670,5916.2456
5709,5744.7207
5416,5769.852
5793,5428.567
