True,Pred
4661,4882.803
4655,4918.697
4716,4955.228
4377,4975.628
4484,4853.6826
4911,4826.6245
5218,5022.3784
5759,5252.4946
5456,5519.8857
5359,5579.704
5305,5585.929
5769,5594.518
5565,5720.865
5367,5739.955
5633,5699.538
5664,5731.301
6082,5762.3535
6505,5886.717
5813,6063.4385
6379,5984.1616
6091,6086.1367
6219,6083.932
6052,6115.491
6105,6097.1504
6030,6094.4263
5969,6063.3857
5707,6045.8516
5681,5958.7915
6052,5908.0605
5904,5966.664
5426,5963.096
6005,5838.711
5766,5912.0566
5946,5892.7944
5981,5931.6665
6104,5963.8403
5991,6003.5576
5670,5999.725
5709,5931.9634
5416,5894.4277
5793,5806.984
5750,5847.625
5399,5856.0996
6123,5766.671
5730,5894.102
6015,5872.706
5989,5930.4565
6333,5965.16
6388,6063.423
6048,6134.261
6322,6103.7446
6405,6142.3735
6523,6196.4175
