,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,507309.2554716168,348929.3100788849,6010.618219967272,0.0,0.0,0.0
median,507309.25547161675,348929.31007888477,6010.618219967275,0.0,0.0,0.0
std,5.920273574483672e-11,1.1840547148967343e-10,2.775128238039221e-12,0.0,0.0,0.0
