,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,793.9988483641074,331.13732665075946,6.493460419203882,0.0,0.0,0.0
median,793.9988483641075,331.13732665075935,6.493460419203885,0.0,0.0,0.0
std,1.156303432516342e-13,1.156303432516342e-13,2.710086169960177e-15,0.0,0.0,0.0
