,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,283.7442899660775,220.4333460365854,4.020695164007772,0.0,0.0,0.0
median,284.4201646539078,220.4618009241616,4.022623747725103,0.0,0.0,0.0
std,8.412292835665923,4.910970331309665,0.11508912492312878,0.0,0.0,0.0
