,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,820.8270490079391,382.6108300511462,7.58331976478988,0.0,0.0,0.0
median,820.8270490079394,382.61083005114625,7.583319764789881,0.0,0.0,0.0
std,3.4689102975490264e-13,5.78151716258171e-14,9.033620566533923e-16,0.0,0.0,0.0
