,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,265.7492243878862,212.31324616608796,3.864502300272659,0.0,0.0,0.0
median,260.7337575644748,207.5079861111111,3.783259524636539,0.0,0.0,0.0
std,17.237061301253416,14.207146505377267,0.2513948893660317,0.0,0.0,0.0
