,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,369.0546321506923,301.81610649956593,5.1344001673774695,0.0,0.0,0.0
std,67.43638180761687,62.911469365926735,0.9892215748993336,0.0,0.0,0.0
