RMSE,MAE,MAPE,config_name,seed_idx,trial,trial_seed,compute_time
923.0743895613638,826.1770426432291,13.855627967303382,lstm_large,1,5,1047,2.860753297805786
838.1741137274764,642.5936279296875,10.643202938785647,lstm_large,1,6,1048,2.810380220413208
1980.1367112622095,1619.2186686197917,26.67505478090452,lstm_large,1,7,1049,2.737421751022339
1210.1509296814165,965.212890625,16.182635147163918,lstm_large,1,8,1050,3.20595383644104
981.061972508936,934.3602294921875,15.559627698424485,lstm_large,1,9,1051,2.8300516605377197
4212.218733307408,3597.305654525757,57.95049464120976,lstm_large,1,10,1052,2.7657785415649414
777.4543298719427,676.2722574869791,10.82277390162343,lstm_large,1,11,1053,2.717036008834839
1098.2826739731495,790.0121663411459,13.086896997367042,lstm_large,1,12,1054,3.156275987625122
354.94824801821596,260.5799560546875,4.505942285767526,lstm_large,1,13,1055,2.792207956314087
303.17382900823543,256.4394124348958,4.273537170589654,lstm_large,1,14,1056,2.740417957305908
283.6140815787846,250.56783040364584,4.125482852812168,lstm_large,1,15,1057,3.066310405731201
632.849396961655,508.2281087239583,8.524189041676888,lstm_large,1,16,1058,2.8046748638153076
317.0536731765189,233.65718587239584,3.84518974830418,lstm_large,1,17,1059,2.7723371982574463
1208.6593371693202,1093.9387613932292,17.651046110684053,lstm_large,1,18,1060,2.69565486907959
266.1967915443587,235.30562337239584,3.9104321520267007,lstm_large,1,19,1061,3.1773054599761963
274.8701493369913,223.4010009765625,3.736020370792989,lstm_large,1,20,1062,2.7826030254364014
718.4942542302688,572.1193033854166,9.388998460434482,lstm_large,1,21,1063,2.727738857269287
454.4925615777483,389.6416422526042,6.617702487018169,lstm_large,1,22,1064,3.0191051959991455
1321.2203190987739,1120.8081868489583,18.73616716371893,lstm_large,1,23,1065,2.7832305431365967
334.6950013195685,244.07621256510416,4.221446513322452,lstm_large,1,24,1066,2.766329765319824
3791.410168805595,3716.288777669271,60.64331626135443,lstm_large,1,25,1067,2.7360498905181885
401.6699013219759,338.2545979817708,5.4815647415279,lstm_large,1,26,1068,3.1871461868286133
307.7450450321885,265.3523356119792,4.428974194098906,lstm_large,1,27,1069,2.8320794105529785
306.06391556795256,268.531982421875,4.46917020404384,lstm_large,1,28,1070,2.767944097518921
1817.5235608577752,1627.9603474934895,26.68298731861787,lstm_large,1,29,1071,2.7060999870300293
618.9540135542196,587.152587890625,9.800551498397075,lstm_large,1,30,1072,3.213766098022461
1876.8405933829554,1704.4929606119792,27.937365184624113,lstm_large,1,31,1073,2.8212685585021973
737.0855690874273,577.1380615234375,9.845273480694788,lstm_large,1,32,1074,2.7579894065856934
363.84935639345434,305.7334391276042,4.9834185720957205,lstm_large,1,33,1075,3.0630180835723877
463.97785955535744,420.7455647786458,7.09348469096172,lstm_large,1,34,1076,2.7831618785858154
305.58527692859695,232.3377685546875,3.9801897398030217,lstm_large,1,35,1077,2.75561785697937
352.07387890935314,292.109375,4.845814083493432,lstm_large,1,36,1078,2.708134412765503
922.3188911449073,880.5406087239584,14.664473940146125,lstm_large,1,37,1079,3.1871824264526367
613.0476956901892,531.2770182291666,8.516634058017827,lstm_large,1,38,1080,2.7820210456848145
772.433369945495,639.0795084635416,10.419203311631676,lstm_large,1,39,1081,2.7322404384613037
1569.0736615833443,1285.6418863932292,21.35164750165819,lstm_large,1,40,1082,2.7276365756988525
2217.8576992210674,1331.8949923912685,21.16008848688277,lstm_large,1,41,1083,3.207955837249756
887.6354325462753,711.2187906901041,11.536826753192068,lstm_large,1,42,1084,2.78228759765625
311.38230405200454,262.7801106770833,4.32260324233224,lstm_large,1,43,1085,2.7092790603637695
789.3020525187977,701.8553466796875,11.300054909192745,lstm_large,1,44,1086,3.0680088996887207
