True,Pred
4672,4725.961
4661,4767.614
4655,4784.6187
4716,4790.069
4377,4797.276
4484,4755.7583
4911,4725.8867
5218,4885.545
5759,5050.807
5456,5331.8823
5359,5407.4062
5305,5464.648
5769,5513.736
5565,5709.9253
5367,5590.0693
5633,5564.805
5664,5627.469
6082,5712.8867
6505,5793.238
5813,5961.3184
6379,5920.92
6091,6044.7554
6219,6020.0347
6052,6097.295
6105,5900.146
6030,6057.9863
5969,5928.9526
5707,5951.2114
5681,5822.6885
6052,5800.209
5904,5856.866
5426,5839.8555
6005,5688.9683
5766,5823.633
5946,5813.473
5981,5837.503
6104,5795.755
5991,5987.795
5670,5884.5635
5709,5844.426
5416,5799.4434
5793,5688.8647
