,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,275.16536529280296,217.7044037862541,3.8252332967730087,0.0,0.0,0.0
std,0.9440510737261951,0.6411988808388861,0.008156111999785541,0.0,0.0,0.0
