,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,280.4629542518527,221.3181853117766,3.838915052442856,0.0,0.0,0.0
median,245.12674791112622,187.48617214626734,3.254983262953113,0.0,0.0,0.0
std,81.6813149165033,77.57846157248287,1.3403453570099417,0.0,0.0,0.0
