,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,368.96905624817697,299.37605455186633,5.130953910050907,0.0,0.0,0.0
std,47.198893800098034,44.50680336062695,0.6926892127911342,0.0,0.0,0.0
