seed1,seed2,strategy,strategy_detail,seeding_approach,global_seed_flag,trial,final_loss,train_rmse,train_mae,train_mape,val_rmse,val_mae,val_mape,is_diagonal
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,16,2303794.5,611.7937315093887,435.72535342261904,8.559182019452589,352.77405001417094,303.68896484375,4.962483567980133,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,17,2383046.5,630.1418273325028,446.70926339285717,8.793058001565576,339.9090082082915,286.725341796875,4.705120002713229,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,18,2113834.25,557.6242711121205,404.8404250372024,7.861931983560686,419.6535267473687,365.235107421875,5.896230718489317,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,19,2083366.5,590.5798944153717,423.9384998139881,8.29887988100612,372.8352333595466,325.129150390625,5.287763290188071,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,20,2157274.25,598.2673882587518,428.0706380208333,8.391628634680314,364.84707146961756,317.084716796875,5.165717185737421,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,21,2076784.625,558.6671875759805,405.5430850074405,7.878008253038267,417.7510900799964,363.759521484375,5.873843870073544,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,22,2137725.25,598.8506419159338,428.4114583333333,8.39908882019488,364.27612906360804,316.48828125,5.1566683653072865,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,23,2218705.5,597.4169048227509,427.5717540922619,8.38070860872858,365.68821131408265,317.957763671875,5.178962614250792,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,24,2308322.5,550.5615536830959,400.77134486607144,7.76337472064075,433.61801868308635,375.80029296875,6.056520404987096,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,25,2363756.25,609.3650486946016,434.3867652529762,8.529881782034558,354.76896409288565,306.031494140625,4.998023245437006,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,26,2117120.5,579.1935066960831,417.9170619419643,8.161114443990591,386.4134341597226,337.774169921875,5.479607172856265,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,27,2342274.75,603.0020168830732,430.8076636904762,8.451539146186763,360.34795413025137,312.294921875,5.0930488238795375,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,28,2169871.5,546.653471644776,398.9511021205357,7.7148769235817465,442.3135434548453,382.171142578125,6.153175734141563,False
456,321,different_seeds,layer1_456_layer2_321,layer_specific_different,False,29,2038531.625,538.4902335615665,396.73809523809524,7.636413590260716,463.64870023784516,397.2574869791667,6.3820623259695966,False
