,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,278.80031922465895,219.39059244791667,3.8362289460257406,0.0,0.0,0.0
std,3.8108973226131604,1.7755174239712304,0.0208957520172988,0.0,0.0,0.0
