True,Pred
4462,4938.4443
4642,4921.0054
4369,4959.637
4672,4898.6646
4661,4925.6143
4655,4934.727
4716,4975.699
4377,4985.1
4484,4929.4263
4911,4907.4478
5218,4950.2607
5759,5103.8574
5456,5385.7485
5359,5511.6934
5305,5518.699
5769,5401.8125
5565,5519.789
5367,5571.7173
5633,5554.9546
5664,5540.317
6082,5580.733
6505,5790.027
5813,6050.4824
6379,6035.649
6091,6126.5537
6219,6031.584
6052,6123.035
6105,6038.532
6030,6039.1167
5969,5991.285
5707,5962.7417
5681,5842.008
6052,5746.31
5904,5801.9507
5426,5850.6343
6005,5734.7705
5766,5759.7524
5946,5732.9844
5981,5859.048
6104,5866.161
5991,5957.2734
5670,5962.0864
5709,5852.6235
5416,5750.3003
5793,5589.372
5750,5641.476
5399,5666.211
6123,5623.4136
5730,5755.463
6015,5747.477
5989,5898.6133
6333,5879.6475
6388,6049.591
6048,6155.6064
6322,6137.9243
6405,6146.6367
6523,6171.4946
