,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,735.4070505866702,655.5384408456308,11.311117657918773,0.0,0.0,0.0
median,596.0448591856446,519.5296834309895,8.948768627949468,0.0,0.0,0.0
std,356.38848287296906,370.62327565633854,6.387062313423683,0.0,0.0,0.0
