,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,821.7061421673542,378.76546338632966,7.52829032664965,0.0,0.0,0.0
median,821.7061421673544,378.7654633863297,7.528290326649649,0.0,0.0,0.0
std,2.312606865032684e-13,5.78151716258171e-14,9.033620566533923e-16,0.0,0.0,0.0
