True,Pred
4609.0,0.0
4323.0,5304.964707891028
4825.0,4403.628937316319
4462.0,4961.1842935339655
4642.0,4405.686391324148
4369.0,4672.352250482168
4672.0,4311.039870374783
4661.0,4731.0716509846925
4655.0,4671.195354410392
4716.0,4655.790093865051
4377.0,4730.591008526618
4484.0,4300.023971755026
4911.0,7191.652118700022
5218.0,3912.144582549612
5759.0,5924.036038845155
5456.0,5466.854044259185
5359.0,5640.305954851802
5305.0,4992.257336443502
5769.0,5663.066155530096
5565.0,5838.193034926487
5367.0,5478.380348784885
5633.0,5345.364066049789
5664.0,5428.3440821136355
6082.0,5964.492033772536
6505.0,6837.64680105267
5813.0,6574.556692645178
6379.0,6227.54287636206
6091.0,6038.32045735305
6219.0,6025.375545240481
6052.0,6099.259455755775
6105.0,6452.068131222142
6030.0,5970.752186978408
5969.0,5887.883561171602
5707.0,6192.159060170147
5681.0,5741.29561604137
6052.0,6121.442265029867
5904.0,6702.900109022411
5426.0,5734.175354222607
6005.0,6075.209245031621
5766.0,5794.483176296017
5946.0,5870.266067840391
5981.0,5781.48348992114
6104.0,6127.469739761841
5991.0,5930.217251561845
5670.0,5807.963533893494
5709.0,5659.358065906305
5416.0,5578.483720671944
5793.0,5753.1144410398765
