True,Pred
4462,4793.0107
4642,4492.0283
4369,4664.2363
4672,4415.018
4661,4668.077
4655,4653.1924
4716,4674.923
4377,4725.378
4484,4449.1167
4911,4514.899
5218,4859.2104
5759,5157.146
5456,5675.072
5359,5474.8438
5305,5419.316
5769,5343.2876
5565,5728.0933
5367,5575.298
5633,5439.242
5664,5631.999
6082,5656.638
6505,6041.912
5813,6432.1255
6379,5921.4023
6091,6375.944
6219,6107.1714
6052,6248.7705
6105,6090.905
6030,6135.333
5969,6060.493
5707,6008.9
5681,5778.117
6052,5730.445
5904,6022.796
5426,5916.048
6005,5554.1167
5766,5981.2964
5946,5771.133
5981,5962.0186
6104,5982.7983
5991,6105.7827
5670,6021.067
5709,5759.8794
5416,5753.995
5793,5483.4536
