,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,271.2509302516428,215.79044979319852,3.7999237169559295,0.0,0.0,0.0
std,0.5708354799456008,0.25632401277566363,0.003728470280848144,0.0,0.0,0.0
