,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,291.9896455179461,239.46042878712316,4.4166911847905235,0.0,0.0,0.0
median,292.01828226259295,238.62223134142286,4.395441621033348,0.0,0.0,0.0
std,0.29869820161336863,1.2980177839215048,0.0317294177868425,0.0,0.0,0.0
