,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,277.06974477286985,228.78125484818264,4.205600603089837,0.0,0.0,0.0
median,273.8240844254197,227.2579943068484,4.156028953797017,0.0,0.0,0.0
std,11.828362266429252,8.689350480940075,0.13804441935160555,0.0,0.0,0.0
