,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,578.4246667548065,480.7076522714121,9.125082522176791,0.0,0.0,0.0
median,578.4297137759397,480.7601019965278,9.125677057199509,0.0,0.0,0.0
std,0.014795541838275231,0.15230550051603167,0.001726433341826773,0.0,0.0,0.0
