,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,270.4702321710851,215.25092218572442,3.918360619370818,0.0,0.0,0.0
median,270.29687219248234,215.44783158735794,3.925859297904221,0.0,0.0,0.0
std,4.712833032565586,3.9349133583179206,0.08165342148452566,0.0,0.0,0.0
