True,Pred
4484,4594.759
4911,4594.7803
5218,4978.7236
5759,5368.093
5456,5588.4727
5359,5584.682
5305,5563.701
5769,5543.9233
5565,5671.7036
5367,5669.126
5633,5617.8945
5664,5682.0366
6082,5722.179
6505,5857.362
5813,6029.172
6379,5902.565
6091,6015.4277
6219,5984.7476
6052,6014.16
6105,5979.8804
6030,5986.0625
5969,5973.688
5707,5953.905
5681,5875.7783
6052,5835.428
5904,5917.341
5426,5910.969
6005,5769.342
5766,5875.5024
5946,5846.166
5981,5884.0225
6104,5906.364
5991,5948.609
5670,5933.68
5709,5841.5176
5416,5818.2163
5793,5724.19
5750,5792.7446
5399,5810.9224
6123,5715.1416
5730,5881.1616
6015,5832.877
5989,5892.0557
6333,5905.35
6388,6006.1274
6048,6064.0815
6322,5995.2217
6405,6050.8027
6523,6096.6055
