,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,263.31199204332825,204.67575929626943,3.7076875346427225,0.0,0.0,0.0
median,257.9020590532775,202.75094817405522,3.6712077580364024,0.0,0.0,0.0
std,10.408989661375763,7.566032115525457,0.14479381201176172,0.0,0.0,0.0
