,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,260.0667168898824,204.77474060058597,3.49548778615151,0.0,0.0,0.0
std,6.654114107822732,5.049610803993867,0.1014281809302969,0.0,0.0,0.0
