True,Pred
4716,5737.171
4377,5719.666
4484,5733.081
4911,5721.9336
5218,5735.848
5759,5732.707
5456,5722.877
5359,5714.1904
5305,5698.516
5769,5700.468
5565,5713.3574
5367,5711.7056
5633,5722.429
5664,5720.416
6082,5732.4326
6505,5720.1123
5813,5723.9766
6379,5711.2314
6091,5703.447
6219,5714.013
6052,5710.819
6105,5710.907
6030,5732.589
5969,5716.1885
5707,5737.1343
5681,5722.0615
6052,5736.025
5904,5734.7314
5426,5737.892
6005,5726.6523
5766,5731.3164
5946,5734.3467
5981,5724.934
6104,5724.734
5991,5729.736
5670,5712.9766
5709,5724.6743
5416,5716.092
5793,5732.5464
5750,5733.822
5399,5739.0444
6123,5736.199
5730,5728.799
6015,5735.7188
5989,5716.12
6333,5719.801
6388,5724.666
6048,5706.9536
6322,5720.5166
6405,5703.938
6523,5724.408
