,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,240.17126310412954,195.0612858072917,3.4426575693385573,0.0,0.0,0.0
median,234.0882553886415,188.89569702148435,3.364521955943927,0.0,0.0,0.0
std,33.22860202902961,27.434896131599473,0.4620756533066214,0.0,0.0,0.0
