,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,387.00932758444816,327.5194428315034,5.768194442266911,0.0,0.0,0.0
median,274.62329492221613,215.65972735430745,3.830144372586478,0.0,0.0,0.0
std,167.07496744754008,167.2433242941662,2.9350388478083356,0.0,0.0,0.0
