,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,502.663034039034,434.72777585905743,7.661996430111205,0.0,0.0,0.0
median,436.27101775529377,361.93913157393297,6.410636968272723,0.0,0.0,0.0
std,198.90819098544793,203.61760671875763,3.6073515688574838,0.0,0.0,0.0
