,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,5487.299593074884,5454.298286279718,99.12402848477397,0.0,0.0,0.0
median,5488.0447181421205,5455.048104509394,99.13783473741704,0.0,0.0,0.0
std,13.132717094013026,13.212172389954933,0.24327307974182474,0.0,0.0,0.0
