,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,366.4971487671001,304.12682260957155,5.2284710980699485,0.0,0.0,0.0
std,68.53562744398567,65.61534562095504,1.07823399013828,0.0,0.0,0.0
