config,mean_rmse,median_rmse,std_rmse,cv_rmse,mean_median_diff,mean_median_ratio,rank_by_mean,rank_by_median,rank_difference
lookback_6_bs_16_epochs_100,2142.3886612969927,1827.1122028507275,1784.5207958070323,0.8329584766970767,315.2764584462652,1.17255451414224,110.0,108.0,2.0
lookback_9_bs_16_epochs_50,2133.1392981385115,1831.035670323796,1307.4874911129275,0.6129405108489208,302.10362781471554,1.1649905748484366,108.0,109.0,1.0
lookback_5_bs_8_epochs_100,1933.3260466461904,1838.1545255619776,1084.4045579195322,0.5609010232912796,95.17152108421283,1.0517755823902324,81.0,110.0,29.0
lookback_8_bs_32_epochs_200,2407.660400951875,1840.9023684169629,2475.254184652284,1.02807446750949,566.7580325349122,1.307869685138317,151.0,111.0,40.0
lookback_7_bs_48_epochs_200,1932.9807915354477,1843.53030139341,945.5054964892364,0.4891437621261522,89.45049014203778,1.048521301805795,80.0,112.0,32.0
lookback_3_bs_48_epochs_150,1808.3304167230044,1844.217450955248,1016.0638232416212,0.5618795181706328,35.88703423224365,0.9805407793892985,54.0,113.0,59.0
lookback_9_bs_48_epochs_50,2226.94073911941,1845.305856666524,1680.4970053146606,0.7546213402962724,381.6348824528859,1.206813889997778,119.0,114.0,5.0
lookback_8_bs_8_epochs_150,1833.9415134046328,1854.8389276357589,707.9316272065465,0.38601646891797664,20.89741423112605,0.9887335693036362,60.0,115.0,55.0
lookback_6_bs_32_epochs_50,2361.540337848714,1860.5471994921609,1608.3627730305332,0.6810651282356239,500.9931383565531,1.2692719316625238,142.0,116.0,26.0
lookback_3_bs_32_epochs_100,2041.5021361935896,1861.627007283553,1539.2344301857172,0.7539715011298701,179.87512891003666,1.0966225394272222,94.0,117.0,23.0
lookback_8_bs_48_epochs_200,2470.1931175102995,1862.4716666036948,1819.8062566777303,0.7367060671401707,607.7214509066048,1.326298360293885,160.0,118.0,42.0
lookback_18_bs_32_epochs_200,2302.594819695059,1867.5391150694995,1780.924833545875,0.7734425606767105,435.05570462555943,1.2329566760422948,131.0,119.0,12.0
lookback_2_bs_32_epochs_200,2078.3870811471784,1870.1337639219123,846.8251167615057,0.4074434086138061,208.25331722526607,1.1113574447148271,99.0,120.0,21.0
lookback_7_bs_48_epochs_50,2612.081140515236,1876.2043703199497,2371.810347362488,0.9080155706398331,735.8767701952861,1.3922156785456143,177.0,121.0,56.0
lookback_1_bs_16_epochs_150,1959.2136799952,1888.2059319650648,779.1634008543217,0.3976918948709212,71.00774803013519,1.0376059341982031,85.0,122.0,37.0
lookback_3_bs_8_epochs_150,1975.5898137966287,1899.349989780806,734.1172592486433,0.37159396860719734,76.2398240158227,1.040139955472146,89.0,123.0,34.0
lookback_6_bs_48_epochs_150,2293.344368236308,1904.486600476518,1669.249558663695,0.727866944791823,388.85776775979,1.204179839155862,130.0,124.0,6.0
lookback_7_bs_8_epochs_100,1800.5048636838462,1904.548832133636,1084.626575265941,0.6024013581650577,104.04396844978987,0.9453708055711908,51.0,125.0,74.0
lookback_11_bs_8_epochs_150,2089.166816595872,1906.9985748054448,876.2445761317514,0.41942298200941214,182.16824179042737,1.0955261551828965,104.0,126.0,22.0
lookback_5_bs_32_epochs_100,2254.0410243574397,1909.7177128499695,3092.890600882125,1.3721536420411056,344.3233115074702,1.1803006324917094,122.0,127.0,5.0
lookback_8_bs_16_epochs_150,2197.8911604618997,1910.1538698232007,1372.3662994629317,0.6244013917297528,287.73729063869905,1.150635660919469,116.0,128.0,12.0
lookback_1_bs_8_epochs_150,1958.917920973836,1913.836083307992,793.9985613840988,0.40532507915869115,45.08183766584398,1.0235557465234544,84.0,129.0,45.0
lookback_11_bs_48_epochs_150,2080.58408298113,1915.0158142161763,1295.1367247372857,0.6224870868384087,165.5682687649537,1.0864579120108842,100.0,130.0,30.0
lookback_6_bs_32_epochs_150,3283.1941552812223,1915.0794416329927,6183.898065817678,1.883500570890848,1368.1147136482296,1.714390580310149,202.0,131.0,71.0
lookback_24_bs_48_epochs_150,6512.548172007505,1918.1022828797784,23523.85251356215,3.6120811535296298,4594.445889127726,3.395308076183388,220.0,132.0,88.0
lookback_10_bs_32_epochs_50,6662.373221574757,1935.1207896584076,18324.76703909476,2.7504864152241852,4727.252431916349,3.442872019762041,221.0,133.0,88.0
lookback_10_bs_48_epochs_100,2269.1812247607213,1938.503263699029,1467.521763636768,0.64671862591826,330.67796106169226,1.1705841652444249,125.0,134.0,9.0
lookback_24_bs_48_epochs_200,2340.41352878436,1941.1797641482408,1827.7282555600184,0.7809424416160178,399.2337646361193,1.20566552980285,138.0,135.0,3.0
lookback_5_bs_32_epochs_200,2497.0813711103096,1945.390708132531,2076.2640381768474,0.8314763235983981,551.6906629777786,1.2835886183024754,165.0,136.0,29.0
lookback_24_bs_32_epochs_100,4121.857352844552,1951.5964769242005,8013.589207614768,1.9441694657590411,2170.2608759203517,2.1120438582369117,216.0,137.0,79.0
lookback_11_bs_32_epochs_100,2458.8173977202164,1958.755582716729,2245.7834535557067,0.913359184638098,500.0618150034875,1.2552956680332308,158.0,138.0,20.0
lookback_2_bs_8_epochs_50,2928.2958532415746,1964.864362317072,3085.0682235349245,1.0535370666593697,963.4314909245027,1.4903297700347995,194.0,139.0,55.0
lookback_24_bs_8_epochs_150,2404.7690838781195,1981.0203776906676,1534.0105006088856,0.6379034523077866,423.74870618745194,1.2139042641658375,150.0,140.0,10.0
lookback_18_bs_48_epochs_200,2324.666069820424,1984.3331520117824,1634.3246642199422,0.7030363136612522,340.3329178086417,1.171509969212378,136.0,141.0,5.0
lookback_18_bs_16_epochs_50,2586.3748476228084,1987.2278679498356,1899.5161910413465,0.734431899068007,599.1469796729727,1.3014988816008781,174.0,142.0,32.0
lookback_24_bs_16_epochs_50,3705.713387913385,1988.6671058896804,5369.439039403701,1.4489623123355277,1717.0462820237044,1.8634156400226374,211.0,143.0,68.0
lookback_2_bs_8_epochs_100,2124.673878769185,1996.733520458355,918.937714517642,0.4325076538569669,127.9403583108301,1.0640748287139794,106.0,144.0,38.0
lookback_5_bs_48_epochs_100,2269.819571448911,2003.8310563723912,2359.951709425208,1.0397089438781963,265.9885150765199,1.1327399903453181,126.0,145.0,19.0
lookback_18_bs_8_epochs_200,1909.604414386544,2005.1625724430849,749.8832157834102,0.39269034473001485,95.55815805654083,0.9523439349159041,75.0,146.0,71.0
lookback_24_bs_32_epochs_200,2398.115377117578,2007.8152245472927,1920.6924644895723,0.8009174549383667,390.3001525702855,1.194390473684294,147.0,147.0,0.0
lookback_3_bs_16_epochs_150,1875.3656695584248,2015.2570432853413,1023.1896741107686,0.5455947555826217,139.89137372691653,0.9305838556957177,67.0,148.0,81.0
lookback_2_bs_48_epochs_200,2571.0444105522743,2019.1410740569013,2204.3654305005507,0.857381312222079,551.903336495373,1.2733356988209235,173.0,149.0,24.0
lookback_3_bs_32_epochs_50,2471.991959777294,2021.5490186678303,2123.0283557237294,0.858833034357845,450.44294110946385,1.2228206869830438,161.0,150.0,11.0
lookback_9_bs_16_epochs_100,2524.0578065116333,2026.936593063753,2950.3696399902137,1.1688993938168808,497.12121344788034,1.245257407236638,170.0,151.0,19.0
lookback_4_bs_8_epochs_50,4937.532457396566,2030.5034988255409,10339.464760671815,2.0940550467031356,2907.028958571025,2.4316788718918603,217.0,152.0,65.0
lookback_4_bs_16_epochs_150,1967.7894897430745,2030.7014501047784,1092.9982173699443,0.555444687080147,62.911960361703905,0.9690195915512554,86.0,153.0,67.0
lookback_10_bs_8_epochs_50,2588.7606361311146,2033.7504980182844,2781.0589919285844,1.0742820147655128,555.0101381128302,1.2728998166951355,175.0,154.0,21.0
lookback_7_bs_8_epochs_50,2293.289342164226,2043.1134088618076,1501.917881164636,0.6549186156105552,250.17593330241857,1.1224483830497634,129.0,155.0,26.0
lookback_7_bs_16_epochs_150,3004.099294463236,2050.1599327539816,4158.124631746421,1.3841501975018382,953.9393617092546,1.4652999731722525,196.0,156.0,40.0
lookback_5_bs_32_epochs_50,2768.5011210645143,2056.786005775632,2544.013195457911,0.918913550766313,711.7151152888823,1.3460326515691594,188.0,157.0,31.0
lookback_2_bs_16_epochs_100,2085.3196793532884,2057.732348679183,1143.2581848315,0.5482412102810319,27.587330674105488,1.0134066661739625,102.0,158.0,56.0
lookback_4_bs_16_epochs_200,2246.3316484602105,2059.526729212871,2394.018532131332,1.065745805510222,186.8049192473395,1.0907028379858583,121.0,159.0,38.0
lookback_24_bs_16_epochs_100,2439.641778191749,2065.4814047443806,1858.3174824503883,0.7617173550076538,374.16037344736833,1.1811492335820246,156.0,160.0,4.0
lookback_5_bs_16_epochs_100,1923.7341393796005,2067.628114229538,1136.359867662469,0.590705256199769,143.89397484993742,0.9304062592979605,77.0,161.0,84.0
lookback_1_bs_32_epochs_200,2074.943779190292,2072.617557726589,816.0139892228746,0.3932704092548034,2.32622146370295,1.001122359238457,98.0,162.0,64.0
lookback_4_bs_32_epochs_200,2121.272888308177,2091.770891230419,1117.7953521054835,0.5269455704008843,29.501997077758006,1.0141038376628353,105.0,163.0,58.0
lookback_8_bs_8_epochs_100,1813.831414684244,2098.330016882572,1231.8502823686383,0.6791426548222408,284.4986021983282,0.8644166551927807,57.0,164.0,107.0
lookback_18_bs_32_epochs_50,12238.800018741304,2120.116975296243,44698.1062733601,3.652164117798623,10118.68304344506,5.772700356324058,223.0,165.0,58.0
lookback_11_bs_32_epochs_50,2625.636655184974,2122.273652669849,2096.461851957818,0.7984584797054198,503.3630025151251,1.2371810072098326,179.0,166.0,13.0
lookback_5_bs_48_epochs_150,2482.203138591731,2159.2266059784315,2576.274229770202,1.0378982242492214,322.9765326132997,1.149579729945457,163.0,167.0,4.0
lookback_4_bs_16_epochs_100,2278.2970753966,2163.483136629805,1213.2939092439042,0.5325442069633071,114.81393876679522,1.0530690241226692,128.0,168.0,40.0
lookback_2_bs_16_epochs_200,2033.9453122905572,2168.6020878394665,660.8387053687777,0.3249048543122158,134.6567755489093,0.9379061856003906,93.0,169.0,76.0
lookback_4_bs_48_epochs_100,2380.5723159077997,2198.379738204985,2149.6435792357297,0.902994445861222,182.19257770281456,1.0828758446671174,144.0,170.0,26.0
