config,mean_rmse,median_rmse,std_rmse,cv_rmse,mean_median_diff,mean_median_ratio,rank_by_mean,rank_by_median,rank_difference
lookback_4_bs_32_epochs_100_dmodel_64_heads_2,324.6637511923093,313.5778552524979,68.59251301285305,0.21127247116732595,11.085895939811394,1.0353529299155544,20.0,35.0,15.0
lookback_6_bs_8_epochs_50_dmodel_128_heads_4,364.5794961206524,314.14680067781615,111.3406816863554,0.3053947983117207,50.432695442836234,1.1605386250441532,63.0,36.0,27.0
lookback_1_bs_8_epochs_200_dmodel_64_heads_4,322.2437106591137,314.49429294299824,30.61559985833113,0.09500759470436312,7.749417716115431,1.0246408850335482,17.0,37.0,20.0
lookback_6_bs_16_epochs_150_dmodel_64_heads_1,353.8022009129272,315.30494520100035,129.0862946530367,0.36485441390684165,38.49725571192687,1.1220953121664035,49.0,38.0,11.0
lookback_11_bs_8_epochs_100_dmodel_64_heads_1,347.6173387620494,316.56506599774343,76.24424031520645,0.2193338243331903,31.052272764305997,1.098091280749618,35.0,39.0,4.0
lookback_8_bs_8_epochs_50_dmodel_64_heads_1,375.85447745000175,317.8731698118729,135.44636513929655,0.3603691674986481,57.98130763812884,1.1824039055339082,83.0,40.0,43.0
lookback_6_bs_32_epochs_100_dmodel_128_heads_1,349.1126220496373,318.4166537340917,92.44607398783754,0.26480301240639026,30.6959683155456,1.0964018934172322,38.0,41.0,3.0
lookback_4_bs_32_epochs_100_dmodel_64_heads_1,326.8674886662169,318.9128936427097,64.79690075191844,0.19823599164396025,7.954595023507181,1.0249428454668221,22.0,42.0,20.0
lookback_6_bs_32_epochs_200_dmodel_128_heads_4,370.4119455547189,318.92953191515835,146.78650527251423,0.39627908072103546,51.48241363956055,1.1614225353494574,74.0,43.0,31.0
lookback_1_bs_8_epochs_200_dmodel_128_heads_2,345.67530880823847,319.0156442520582,80.58418409946984,0.23312103018666422,26.659664556180246,1.083568517834555,33.0,44.0,11.0
lookback_2_bs_32_epochs_200_dmodel_64_heads_2,338.04439733577914,319.28686043942025,79.29041643874498,0.2345562212054232,18.757536896358886,1.058748226815672,27.0,45.0,18.0
lookback_2_bs_8_epochs_200_dmodel_64_heads_1,353.25402049041634,320.0683850543195,92.70111723201128,0.26242055816750776,33.185635436096845,1.1036829533490626,47.0,46.0,1.0
lookback_6_bs_32_epochs_150_dmodel_128_heads_1,351.05106891908974,322.28115314757576,104.8456862778194,0.2986622049055325,28.76991577151398,1.0892696190594178,43.0,47.0,4.0
lookback_6_bs_32_epochs_200_dmodel_64_heads_1,370.2156186059317,322.28474107891543,113.90905548031944,0.3076830089158598,47.930877527016264,1.148722143550941,72.0,48.0,24.0
lookback_1_bs_8_epochs_200_dmodel_128_heads_4,338.8329136087032,322.95514850653115,63.84001528909987,0.18841149346791225,15.877765102172077,1.0491639943676296,29.0,49.0,20.0
lookback_6_bs_32_epochs_150_dmodel_64_heads_4,335.67046829985986,323.88196811688323,93.49057022518171,0.2785189018822623,11.788500182976634,1.036397519292344,26.0,50.0,24.0
lookback_2_bs_8_epochs_100_dmodel_128_heads_1,386.7460247153501,324.71229963714666,160.46562214022595,0.4149121435917296,62.03372507820342,1.1910421168139418,128.0,51.0,77.0
lookback_2_bs_32_epochs_100_dmodel_128_heads_4,352.7787334959324,325.6688171803538,101.4179965521542,0.2874833058873249,27.109916315578573,1.083243819750066,46.0,52.0,6.0
lookback_11_bs_16_epochs_50_dmodel_64_heads_4,344.57640303795694,329.0988123737799,51.35910809839483,0.14904998614411025,15.477590664177058,1.0470302233925965,32.0,53.0,21.0
lookback_2_bs_32_epochs_200_dmodel_128_heads_4,354.09840133405345,329.9665980586982,103.16067293337014,0.2913333484272052,24.131803275355253,1.0731340790774901,51.0,54.0,3.0
lookback_2_bs_32_epochs_100_dmodel_64_heads_2,353.9319793609173,330.196414030632,92.5692784671256,0.26154539251941783,23.735565330285283,1.0718831711118564,50.0,55.0,5.0
lookback_6_bs_32_epochs_100_dmodel_128_heads_4,394.84048030089394,330.66972235480785,146.34553731163217,0.37064471505076535,64.1707579460861,1.1940629988409734,173.0,56.0,117.0
lookback_10_bs_16_epochs_50_dmodel_128_heads_1,366.7743771928832,330.7887119015925,85.81284140401722,0.23396629301312685,35.98566529129073,1.1087874646157703,69.0,57.0,12.0
lookback_2_bs_32_epochs_100_dmodel_128_heads_1,351.6437442511935,331.1277604422871,85.92431679165799,0.24435047742603588,20.515983808906356,1.0619579094833462,45.0,58.0,13.0
lookback_6_bs_32_epochs_200_dmodel_64_heads_4,349.5464590112907,331.47490554662966,98.74359647808468,0.28249062158256666,18.071553464661065,1.0545186171329006,39.0,59.0,20.0
lookback_8_bs_8_epochs_50_dmodel_64_heads_2,443.9001188977825,331.7594530661487,201.4930338495969,0.4539152509125482,112.14066583163378,1.3380179970614865,486.0,60.0,426.0
lookback_4_bs_8_epochs_50_dmodel_64_heads_4,354.1352504489801,332.26031193918703,100.80796963203254,0.28465951780915927,21.874938509793083,1.0658367482475513,52.0,61.0,9.0
lookback_9_bs_16_epochs_150_dmodel_128_heads_1,385.43309096745793,332.8057118100626,156.28184146150576,0.4054707421960836,52.62737915739535,1.1581324397083383,121.0,62.0,59.0
lookback_7_bs_32_epochs_150_dmodel_64_heads_4,386.3366490839243,333.62826218563777,150.29619756367234,0.3890290965665629,52.70838689828656,1.1579853773567856,126.0,63.0,63.0
lookback_2_bs_8_epochs_200_dmodel_64_heads_4,353.6784848719892,333.75952131692264,87.94907984083729,0.248669578735245,19.91896355506657,1.0596805852203761,48.0,64.0,16.0
lookback_7_bs_32_epochs_150_dmodel_64_heads_2,391.78396228446593,334.8766781987178,163.80130658186323,0.4180908928143685,56.90728408574813,1.169935047110026,154.0,65.0,89.0
lookback_6_bs_16_epochs_150_dmodel_64_heads_4,386.82937323079415,335.2980797552014,147.53472305566274,0.3813948300343755,51.53129347559275,1.1536880065439545,129.0,66.0,63.0
lookback_2_bs_32_epochs_100_dmodel_128_heads_2,339.3529913766583,335.391034308459,67.58629499101954,0.19916221960160488,3.961957068199297,1.011812948656688,30.0,67.0,37.0
lookback_8_bs_8_epochs_100_dmodel_64_heads_4,387.810485648801,335.6484682178502,149.95053682928847,0.3866593152540049,52.162017430950755,1.1554066899453133,135.0,68.0,67.0
lookback_5_bs_8_epochs_100_dmodel_64_heads_1,366.39563823683017,336.3629974811401,127.2090456441447,0.3471903930306057,30.032640755690068,1.0892863988625086,68.0,69.0,1.0
lookback_4_bs_8_epochs_50_dmodel_128_heads_1,385.8959716384719,336.92411320443284,155.26679925733978,0.40235402976116597,48.97185843403906,1.1453498177030885,123.0,70.0,53.0
lookback_11_bs_8_epochs_100_dmodel_128_heads_1,414.8444698168751,337.57889742064924,148.20781530945044,0.35726115711479495,77.26557239622588,1.2288815236574075,283.0,71.0,212.0
lookback_8_bs_32_epochs_200_dmodel_64_heads_2,348.5495881233452,338.39897022316245,116.26166984833178,0.3335584772149808,10.150617900182738,1.0299960070608039,36.0,72.0,36.0
lookback_5_bs_32_epochs_100_dmodel_128_heads_2,374.30669308369215,338.4733116205488,118.3943759112822,0.31630312281060413,35.833381463143326,1.1058676717865275,80.0,73.0,7.0
lookback_11_bs_16_epochs_50_dmodel_64_heads_2,363.7776592084576,338.94897759807515,62.0229653800826,0.17049690603606096,24.828681610382432,1.0732519737522979,61.0,74.0,13.0
lookback_8_bs_16_epochs_50_dmodel_64_heads_1,402.2856725367947,339.8653108494185,121.2333121971074,0.3013612476741112,62.420361687376214,1.1836620558049018,200.0,75.0,125.0
lookback_2_bs_32_epochs_100_dmodel_64_heads_1,338.75408999747674,340.87042513403543,67.22655023632187,0.19845236477240058,2.116335136558689,0.9937913794201227,28.0,76.0,48.0
lookback_5_bs_32_epochs_50_dmodel_64_heads_1,340.94134938171044,341.23990927322427,67.09906707079075,0.1968053074010337,0.29855989151383255,0.9991250733475175,31.0,77.0,46.0
lookback_2_bs_16_epochs_200_dmodel_64_heads_4,370.2337388856325,342.7482849420961,110.20031307328888,0.29765065011357716,27.485453943536356,1.0801913682753503,73.0,78.0,5.0
lookback_8_bs_32_epochs_50_dmodel_64_heads_2,365.8607889143723,343.970344898883,73.59993085696281,0.20116922361469153,21.890444015489265,1.0636404979095637,67.0,79.0,12.0
lookback_5_bs_32_epochs_50_dmodel_64_heads_2,358.66282148272984,344.3620987884688,80.66506144023842,0.22490499881410922,14.300722694261026,1.041528155231292,56.0,80.0,24.0
lookback_11_bs_16_epochs_50_dmodel_64_heads_1,355.6466288610371,344.419909346078,53.40860341529044,0.15017323118268316,11.226719514959086,1.0325960236627272,53.0,81.0,28.0
lookback_8_bs_32_epochs_50_dmodel_64_heads_1,362.22594235723386,348.2805111226335,51.93408818997169,0.1433748445845807,13.945431234600335,1.040040802712874,60.0,82.0,22.0
lookback_5_bs_32_epochs_50_dmodel_64_heads_4,391.5786280843749,350.3624654830068,141.81498024590553,0.3621622072166516,41.21616260136807,1.1176386361608337,151.0,83.0,68.0
lookback_6_bs_32_epochs_200_dmodel_128_heads_2,371.66349125306135,350.7997249807272,161.29830536945892,0.4339901797339378,20.863766272334146,1.0594748649631365,75.0,84.0,9.0
lookback_9_bs_16_epochs_100_dmodel_64_heads_1,381.7245588655433,351.6146253584693,106.42998274429098,0.2788135588147456,30.109933507074004,1.0856333364301245,102.0,85.0,17.0
lookback_5_bs_32_epochs_100_dmodel_128_heads_1,384.11012846175583,352.1954179359444,107.77219004794108,0.28057627764083154,31.914710525811415,1.0906164842031418,112.0,86.0,26.0
lookback_5_bs_8_epochs_100_dmodel_128_heads_2,408.8099608988239,352.3208011445788,163.52358930355558,0.39999903364396233,56.489159754245065,1.1603344439803998,235.0,87.0,148.0
lookback_9_bs_16_epochs_100_dmodel_64_heads_2,381.8773737805878,352.6065035362267,112.9677920914467,0.29582216661088095,29.270870244361106,1.0830128484608448,104.0,88.0,16.0
lookback_5_bs_8_epochs_100_dmodel_64_heads_4,387.29016962491215,353.02229675621913,119.56279544702495,0.3087163187302706,34.26787286869302,1.0970699958149013,131.0,89.0,42.0
lookback_9_bs_8_epochs_50_dmodel_64_heads_4,375.9666716290512,353.4323233513874,122.79244079030184,0.326604590396926,22.534348277663753,1.0637585947543904,84.0,90.0,6.0
lookback_3_bs_32_epochs_150_dmodel_64_heads_2,376.4925975996891,354.28745287026925,112.33102880950288,0.2983618523329917,22.20514472941983,1.0626755041690703,85.0,91.0,6.0
lookback_9_bs_8_epochs_50_dmodel_64_heads_1,391.1144030895912,354.5987477510053,107.47376343270923,0.27478855952050074,36.51565533858587,1.1029773950702915,149.0,92.0,57.0
lookback_5_bs_8_epochs_50_dmodel_64_heads_2,405.83472456630847,354.8969925595128,166.04449518774462,0.4091431440845446,50.93773200679567,1.143528215439171,219.0,93.0,126.0
lookback_10_bs_8_epochs_50_dmodel_64_heads_2,378.82794678316094,355.6921603508674,75.08668786052044,0.19820788961881858,23.135786432293514,1.0650444092146185,95.0,94.0,1.0
lookback_12_bs_32_epochs_100_dmodel_64_heads_4,357.4260018806985,356.1441640109837,37.55839229416562,0.10508019029544988,1.2818378697148205,1.0035992106546923,55.0,95.0,40.0
lookback_7_bs_32_epochs_100_dmodel_64_heads_2,368.4174938158978,356.386095456314,65.02730949088355,0.17650440215897675,12.031398359583761,1.0337594494088744,71.0,96.0,25.0
lookback_12_bs_32_epochs_100_dmodel_64_heads_1,367.0655404187922,356.39998172325943,54.061241118554655,0.1472795323060703,10.665558695532752,1.0299258115670007,70.0,97.0,27.0
lookback_5_bs_8_epochs_100_dmodel_128_heads_1,396.87660245208014,356.4556268945961,127.22540663352969,0.3205666593784429,40.42097555748404,1.1133969350115955,180.0,98.0,82.0
lookback_12_bs_32_epochs_50_dmodel_64_heads_1,365.5137391919621,356.6555839616028,44.980937240110734,0.12306223382888339,8.858155230359273,1.02483672099555,65.0,99.0,34.0
lookback_4_bs_32_epochs_100_dmodel_128_heads_2,381.1544185136034,356.857103085161,172.03864744519453,0.45136207030236614,24.297315428442403,1.0680869603501884,99.0,100.0,1.0
lookback_8_bs_8_epochs_100_dmodel_64_heads_1,395.3891616332406,357.0886613082248,153.33850984057844,0.3878166746078231,38.300500325015776,1.1072576770841691,176.0,101.0,75.0
lookback_2_bs_16_epochs_50_dmodel_128_heads_1,393.01296446577805,357.32309924973936,138.78231330207768,0.3531240082390775,35.6898652160387,1.099881214763265,166.0,102.0,64.0
lookback_11_bs_8_epochs_200_dmodel_64_heads_1,415.9066403192077,357.4967675468549,153.27658574353725,0.3685360388232746,58.4098727723528,1.1633857368086478,289.0,103.0,186.0
lookback_10_bs_16_epochs_50_dmodel_128_heads_2,394.9187656094931,357.59280463212065,96.45643403669716,0.2442437342470477,37.32596097737246,1.10438118578972,174.0,104.0,70.0
lookback_8_bs_8_epochs_100_dmodel_64_heads_2,377.9471528855296,358.0385934885503,139.81117046918678,0.3699225391744966,19.908559396979285,1.055604506773977,91.0,105.0,14.0
lookback_6_bs_32_epochs_100_dmodel_128_heads_2,433.2604629300501,358.85744048274523,173.15049820535438,0.3996452781183256,74.40302244730486,1.2073330912331532,417.0,106.0,311.0
lookback_12_bs_32_epochs_100_dmodel_64_heads_2,364.9515280041694,358.87529414658707,44.05057404808627,0.12070253353640709,6.076233857582338,1.016931323935329,64.0,107.0,43.0
lookback_11_bs_16_epochs_100_dmodel_64_heads_1,381.9956434220654,359.83830311183635,92.03564586586404,0.24093375788627577,22.157340310229074,1.0615758248041278,105.0,108.0,3.0
lookback_8_bs_16_epochs_150_dmodel_64_heads_1,431.7066827919897,361.1449461694897,201.6401062088626,0.4670766384823821,70.5617366225,1.1953834253280247,398.0,109.0,289.0
lookback_11_bs_16_epochs_200_dmodel_128_heads_2,430.5188353645119,361.7020336538384,176.22314971104043,0.409327386482024,68.81680171067353,1.190258265941998,389.0,110.0,279.0
lookback_8_bs_16_epochs_50_dmodel_64_heads_2,419.6894871658926,362.4908413222166,128.60416600815157,0.30642694168157136,57.19864584367599,1.1577933545439079,317.0,111.0,206.0
lookback_3_bs_16_epochs_200_dmodel_64_heads_1,384.1369045934698,362.6888614377008,114.25129851171556,0.29742338511481253,21.448043155769028,1.0591362058121907,113.0,112.0,1.0
lookback_2_bs_16_epochs_200_dmodel_64_heads_2,389.0708612803896,363.2310870182615,94.4470366720836,0.24275021871663363,25.83977426212806,1.071138664023074,139.0,113.0,26.0
lookback_8_bs_8_epochs_50_dmodel_64_heads_4,428.1948453919479,363.7181322855578,181.18057195108412,0.4231264666094721,64.47671310639015,1.177271099192187,371.0,114.0,257.0
lookback_10_bs_8_epochs_50_dmodel_64_heads_4,389.11348400237534,364.2607532039911,90.47233460249478,0.23250886520792607,24.852730798384243,1.0682278575986648,140.0,115.0,25.0
lookback_7_bs_8_epochs_50_dmodel_64_heads_2,395.3073532914872,364.5076494882575,121.22261871252904,0.3066540951064558,30.799703803229647,1.084496728248283,175.0,116.0,59.0
lookback_10_bs_48_epochs_200_dmodel_64_heads_1,377.3793675130002,364.5470179623529,48.9321278807057,0.12966296542171202,12.83234955064728,1.035200807902295,87.0,117.0,30.0
lookback_6_bs_16_epochs_150_dmodel_64_heads_2,359.8241995420695,364.71730326514216,95.63458627861289,0.26578141881597267,4.89310372307267,0.9865838454077528,58.0,118.0,60.0
lookback_18_bs_8_epochs_50_dmodel_64_heads_2,376.6449699433726,365.59242081175415,41.11912448943537,0.10917210575151848,11.052549131618434,1.0302318880327923,86.0,119.0,33.0
lookback_7_bs_32_epochs_100_dmodel_64_heads_1,356.2895906732675,365.8447952701388,57.69869716245691,0.16194325816094085,9.55520459687125,0.9738818080224,54.0,120.0,66.0
lookback_7_bs_8_epochs_50_dmodel_64_heads_1,409.65849624334106,366.4707095196748,167.02003348772797,0.40770552794422327,43.18778672366625,1.1178478541443913,240.0,121.0,119.0
lookback_6_bs_8_epochs_50_dmodel_64_heads_1,397.6162455149484,366.7820510930652,124.52316684525351,0.3131742433812908,30.834194421883183,1.0840668029692093,182.0,122.0,60.0
lookback_8_bs_32_epochs_200_dmodel_128_heads_1,452.815703969675,368.13206439817225,212.20215387430108,0.4686280798435211,84.68363957150274,1.2300360326122224,550.0,123.0,427.0
lookback_11_bs_16_epochs_200_dmodel_64_heads_1,372.00863044572935,368.8398362685671,77.6547329191493,0.20874443914407517,3.1687941771622263,1.0085912471093683,76.0,124.0,48.0
lookback_12_bs_8_epochs_50_dmodel_64_heads_2,377.6508461700248,370.0001056672376,56.945945458878086,0.15078993211957495,7.650740502787187,1.0206776711292833,90.0,125.0,35.0
lookback_4_bs_32_epochs_150_dmodel_64_heads_4,433.1362492494731,370.068085699265,184.02743494849705,0.4248719317936904,63.06816355020811,1.1704231355995942,415.0,126.0,289.0
lookback_10_bs_32_epochs_50_dmodel_64_heads_2,372.7252490545837,370.2532450039226,57.27287998928009,0.15365978058785273,2.4720040506610985,1.0066765223101148,78.0,127.0,49.0
lookback_10_bs_48_epochs_150_dmodel_64_heads_1,378.3021245470267,370.2810009221512,34.73223300804997,0.0918108325445907,8.021123624875543,1.021662260836769,93.0,128.0,35.0
lookback_1_bs_16_epochs_200_dmodel_64_heads_4,410.8091614160446,370.3228903183472,94.07594839471882,0.22900158329099177,40.4862710976974,1.1093269472564697,247.0,129.0,118.0
lookback_18_bs_8_epochs_50_dmodel_64_heads_4,375.60766397873056,370.5238054976236,46.63415049288876,0.12415654675121192,5.083858481106972,1.0137207337441632,81.0,130.0,49.0
lookback_2_bs_8_epochs_100_dmodel_64_heads_4,405.7969485080704,371.4035772831671,134.95171699944189,0.3325597136587586,34.39337122490326,1.0926037693995632,218.0,131.0,87.0
lookback_9_bs_8_epochs_50_dmodel_128_heads_1,442.8981831503466,371.80880246606927,169.56189398484233,0.38284621711189704,71.08938068427733,1.1911987564919602,479.0,132.0,347.0
lookback_2_bs_16_epochs_200_dmodel_128_heads_1,377.6249457667845,371.919030632087,80.68907574350492,0.21367517333809108,5.705915134697477,1.0153418208393372,89.0,133.0,44.0
lookback_24_bs_16_epochs_100_dmodel_128_heads_4,388.6152370033026,372.04087886674665,60.333169136390005,0.15525168184766072,16.57435813655593,1.0445498306181895,138.0,134.0,4.0
lookback_1_bs_16_epochs_200_dmodel_128_heads_1,382.9223399367689,372.1163632803632,81.66816723312056,0.21327605813389275,10.805976656405676,1.0290392407395,109.0,135.0,26.0
lookback_12_bs_32_epochs_150_dmodel_64_heads_2,373.2952175255642,372.4305482275638,57.15958859533704,0.15312167397757406,0.8646692980004218,1.0023216927347005,79.0,136.0,57.0
lookback_2_bs_8_epochs_200_dmodel_64_heads_2,412.0732214456896,372.4689420172026,136.037984664498,0.3301306117083551,39.60427942848702,1.106329078644785,260.0,137.0,123.0
lookback_1_bs_8_epochs_50_dmodel_128_heads_2,502.6062758623996,372.54363632888703,322.8248202607223,0.6423016101555867,130.0626395335126,1.349120550857273,826.0,138.0,688.0
lookback_7_bs_48_epochs_100_dmodel_64_heads_2,372.6257736639772,372.76085181197175,37.25608226499903,0.09998256937158473,0.135078147994534,0.9996376278588861,77.0,139.0,62.0
lookback_6_bs_8_epochs_50_dmodel_64_heads_4,380.934525029102,373.2273650949878,119.32842076116177,0.31325178717273133,7.707159934114202,1.020650039774422,98.0,140.0,42.0
lookback_12_bs_8_epochs_50_dmodel_64_heads_1,381.4708167104337,373.2718745050116,61.40819711136582,0.16097744420113652,8.1989422054221,1.0219650682663797,101.0,141.0,40.0
lookback_3_bs_32_epochs_150_dmodel_64_heads_1,403.1742456904421,373.6165149251007,159.5079420979684,0.39563028591969857,29.557730765341375,1.0791124845518856,206.0,142.0,64.0
lookback_7_bs_48_epochs_150_dmodel_64_heads_4,375.8033905640704,373.7234319270453,61.080062424415246,0.1625319620792558,2.079958637025129,1.0055655023456789,82.0,143.0,61.0
lookback_12_bs_16_epochs_100_dmodel_64_heads_2,394.1372810639798,374.1828183496462,71.3415029132669,0.18100673633481051,19.9544627143336,1.0533281105806618,172.0,144.0,28.0
lookback_12_bs_8_epochs_100_dmodel_64_heads_1,410.92599481495085,374.4535883999233,121.8716235582619,0.2965780337482505,36.472406415027535,1.0974016741857855,248.0,145.0,103.0
lookback_10_bs_48_epochs_200_dmodel_64_heads_4,384.17426535631455,375.85705195928574,53.96331883402479,0.14046573052980216,8.317213397028809,1.0221286612920322,115.0,146.0,31.0
lookback_11_bs_32_epochs_200_dmodel_64_heads_1,401.4197809108882,375.9613154968435,127.14214789259232,0.3167311476382296,25.458465414044724,1.0677156514903685,196.0,147.0,49.0
lookback_18_bs_32_epochs_50_dmodel_64_heads_2,391.5745598600987,376.9834805765929,67.24140068390415,0.17172055484893625,14.591079283505792,1.03870482404478,150.0,148.0,2.0
lookback_10_bs_32_epochs_50_dmodel_64_heads_1,382.7277885283232,377.2492975527392,59.81087224445211,0.15627522755648013,5.478490975583952,1.0145222032515993,108.0,149.0,41.0
lookback_8_bs_32_epochs_200_dmodel_64_heads_1,384.7251709099886,377.2743227273358,132.2507089938572,0.3437537208211389,7.4508481826528055,1.0197491526292863,116.0,150.0,34.0
lookback_24_bs_16_epochs_100_dmodel_64_heads_1,378.14071091455327,377.7186255882662,41.5724759822564,0.10993917021447168,0.4220853262870605,1.0011174596583097,92.0,151.0,59.0
lookback_8_bs_32_epochs_50_dmodel_64_heads_4,382.5714547357785,377.9762490187104,76.63497177343584,0.20031544649969635,4.595205717068097,1.0121573927700431,106.0,152.0,46.0
