config,mean_rmse,median_rmse,std_rmse,cv_rmse,mean_median_diff,mean_median_ratio,rank_by_mean,rank_by_median,rank_difference
lookback_18_bs_8_epochs_200,361.9017576408603,344.86686623990204,40.97961132406286,0.11323407653833423,17.03489140095826,1.0493955583112127,10.0,1.0,9.0
lookback_24_bs_16_epochs_150,353.9848627930995,346.94958508109585,20.287603506690196,0.05731206511660384,7.035277712003676,1.0202775216184774,1.0,2.0,1.0
lookback_24_bs_32_epochs_100,357.6520534182078,347.1784438038269,34.002173113960424,0.09507053794040764,10.473609614380905,1.030167799301212,7.0,3.0,4.0
lookback_24_bs_16_epochs_100,357.0966936361816,348.97366074696026,57.26235602744418,0.16035532405624678,8.12303288922135,1.0232769225959186,6.0,4.0,2.0
lookback_18_bs_8_epochs_150,359.9163013366719,349.8565251511825,28.07263763078582,0.0779976831461329,10.059776185489397,1.028754004748496,8.0,5.0,3.0
lookback_24_bs_8_epochs_100,356.72455988223004,350.2602605423453,26.421848983904365,0.07406792790669457,6.464299339884747,1.018455702996039,5.0,6.0,1.0
lookback_24_bs_48_epochs_150,360.6331135056426,355.90479326443494,21.279246402614152,0.05900524828616774,4.728320241207655,1.0132853513936648,9.0,7.0,2.0
lookback_24_bs_32_epochs_200,355.9829904771536,355.9096227082585,0.7449425074252832,0.0020926351183992663,0.07336776889508201,1.000206141571382,3.0,8.0,5.0
lookback_24_bs_48_epochs_200,355.9511570350957,355.93994260218915,0.918371551516767,0.0025800493504961925,0.011214432906569982,1.000031506531199,2.0,9.0,7.0
lookback_24_bs_32_epochs_150,420.9984737237068,356.073110052163,348.31754813168345,0.8273605959917982,64.92536367154383,1.1823371713242614,35.0,10.0,25.0
lookback_24_bs_8_epochs_150,356.7212828628336,358.1813479336397,6.904518991002808,0.019355500562207084,1.4600650708060812,0.995923670846544,4.0,11.0,7.0
lookback_24_bs_48_epochs_100,430.3446356033514,359.5257175500938,171.3483622757325,0.3981654425307262,70.81891805325756,1.1969787266842467,40.0,12.0,28.0
lookback_18_bs_8_epochs_50,361.9517176880237,361.6107634406834,13.316320325242822,0.03679032222944313,0.340954247340278,1.0009428763792763,11.0,13.0,2.0
lookback_24_bs_16_epochs_50,362.8391340843265,362.7831338121656,22.478024666639133,0.061950386700611725,0.056000272160872555,1.0001543629428755,12.0,14.0,2.0
lookback_24_bs_8_epochs_50,368.2093180148244,369.45415862173786,16.178207699410425,0.04393752930163238,1.2448406069134421,0.996630595223079,13.0,15.0,2.0
lookback_24_bs_8_epochs_200,384.7682393583228,370.0753494996089,36.86569690378335,0.09581273382975737,14.692889858713897,1.0397024278395754,24.0,16.0,8.0
lookback_18_bs_16_epochs_100,371.5113797800513,370.40737208849305,6.210317141673117,0.016716357774423648,1.1040076915582517,1.0029805229991333,14.0,17.0,3.0
lookback_18_bs_16_epochs_200,371.8771657532451,371.3485170261516,11.36829064699874,0.030570015300541584,0.5286487270934686,1.001423591862779,15.0,18.0,3.0
lookback_24_bs_16_epochs_200,372.8806545098757,373.6257729494205,13.455553170913191,0.03608541501998684,0.7451184395447967,0.9980057092055968,16.0,19.0,3.0
lookback_12_bs_8_epochs_150,389.21064959629047,373.75992645904887,48.34142169280141,0.12420374864599323,15.450723137241596,1.0413386295412128,27.0,20.0,7.0
lookback_18_bs_32_epochs_100,382.0184558266667,374.23022888136336,38.21840168958173,0.10004333850017595,7.788226945303336,1.0208113250727597,23.0,21.0,2.0
lookback_18_bs_48_epochs_100,377.4776510107042,374.2707944840804,31.549249158079025,0.08357911805799696,3.206856526623824,1.0085682788341643,17.0,22.0,5.0
lookback_11_bs_32_epochs_200,396.87454672744025,375.71983517479816,45.26420350667912,0.11405166665365671,21.154711552642084,1.0563044842782925,31.0,23.0,8.0
lookback_12_bs_8_epochs_100,381.71515187313565,377.9156879960504,10.1646606544699,0.026628915841014768,3.799463877085259,1.0100537341999016,22.0,24.0,2.0
lookback_18_bs_32_epochs_150,379.266255844737,379.0594223255724,5.203072201512383,0.013718784946801076,0.2068335191645474,1.0005456493282652,18.0,25.0,7.0
lookback_12_bs_32_epochs_150,387.2215018337114,380.2214252661463,23.90328746206744,0.06173026897750239,7.000076567565088,1.0184105263470231,25.0,26.0,1.0
lookback_18_bs_48_epochs_200,380.4079940554568,380.4019187548111,0.2378426959024416,0.0006252305409432808,0.006075300645704829,1.0000159707413296,19.0,27.0,8.0
lookback_18_bs_32_epochs_200,380.4242445517223,380.4461170196692,0.2643536533110302,0.0006948917086568304,0.021872467946877805,0.9999425083685485,20.0,28.0,8.0
lookback_18_bs_48_epochs_150,380.7453168494101,380.97635182840486,4.116976535063451,0.010812940705694276,0.23103497899478498,0.9993935713387826,21.0,29.0,8.0
lookback_18_bs_8_epochs_100,388.0824019934259,381.0561284112547,21.47518833967722,0.055336671359916524,7.0262735821712,1.0184389465443477,26.0,30.0,4.0
lookback_11_bs_8_epochs_200,391.357081796811,385.9763315038832,12.448171256571769,0.031807706658633424,5.3807502929277575,1.0139406224002459,28.0,31.0,3.0
lookback_18_bs_16_epochs_50,400.22387534629337,392.18305168087113,42.58856729445682,0.10641186075570104,8.040823665422238,1.020502731137819,32.0,32.0,0.0
lookback_11_bs_8_epochs_50,394.1011076530081,393.77960741644335,4.788591740895097,0.012150668059302386,0.32150023656475923,1.000816447145839,30.0,33.0,3.0
lookback_18_bs_16_epochs_150,394.0510603675095,396.0805295612743,4.759829063540715,0.012079219020757075,2.0294691937648395,0.9948761197728835,29.0,34.0,5.0
