Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Seq2Seq+Attention_Mean,Seq2Seq+Attention_CI_Lower,Seq2Seq+Attention_CI_Upper,Seq2Seq+Attention_PI_Lower,Seq2Seq+Attention_PI_Upper,Dataset,Horizon,Horizon_Months
2017-11-01,5681.0,5630.112178760209,5630.112178760208,5630.11217876021,3780.9645886955236,7479.259768824893,5920.279,5903.4033,5937.1543,3682.3374,8158.22,Train,2020-2021,24
2017-12-01,6052.0,5948.060635920198,5948.0606359201975,5948.060635920199,4098.913045855514,7797.208225984883,5819.251,5804.154,5834.348,3581.3096,8057.1924,Train,2020-2021,24
2018-01-01,5904.0,6813.856842262458,6813.856842262457,6813.8568422624585,4964.709252197772,8663.004432327143,5865.7524,5853.5083,5877.9966,3627.811,8103.694,Train,2020-2021,24
2018-02-01,5426.0,5575.215556047499,5575.2155560474985,5575.2155560475,3726.0679659828143,7424.363146112184,5918.3486,5905.3857,5931.3115,3680.4072,8156.29,Train,2020-2021,24
2018-03-01,6005.0,5979.405474600747,5979.405474600747,5979.405474600747,4130.257884536062,7828.5530646654315,5814.203,5795.6426,5832.7637,3576.2617,8052.1445,Train,2020-2021,24
2018-04-01,5766.0,5698.739568918026,5698.739568918026,5698.739568918026,3849.5919788533406,7547.88715898271,5827.3584,5814.7017,5840.015,3589.417,8065.3,Train,2020-2021,24
2018-05-01,5946.0,5843.610855974663,5843.610855974662,5843.6108559746635,3994.4632659099775,7692.758446039348,5792.0747,5779.333,5804.8164,3554.1333,8030.016,Train,2020-2021,24
2018-06-01,5981.0,5784.347348858907,5784.347348858907,5784.347348858907,3935.199758794222,7633.494938923592,5933.5205,5919.298,5947.743,3695.579,8171.462,Train,2020-2021,24
2018-07-01,6104.0,6172.2512938969,6172.2512938969,6172.2512938969,4323.103703832216,8021.398883961585,5935.128,5922.243,5948.0127,3697.1865,8173.0693,Train,2020-2021,24
2018-08-01,5991.0,6011.273621553612,6011.273621553612,6011.273621553612,4162.126031488928,7860.421211618297,6033.1494,6019.1675,6047.1313,3795.208,8271.091,Train,2020-2021,24
2018-09-01,5670.0,5905.972321501537,5905.9723215015365,5905.972321501538,4056.8247314368523,7755.119911566222,6040.847,6025.2695,6056.425,3802.9058,8278.789,Train,2020-2021,24
2018-10-01,5709.0,5607.717167184074,5607.717167184073,5607.717167184075,3758.569577119389,7456.864757248759,5933.832,5915.6455,5952.0186,3695.8906,8171.7734,Train,2020-2021,24
2018-11-01,5416.0,5637.518087418205,5637.518087418205,5637.518087418205,3788.37049735352,7486.66567748289,5823.473,5808.482,5838.4644,3585.5317,8061.4146,Train,2020-2021,24
2018-12-01,5793.0,5762.875392061121,5762.87539206112,5762.875392061122,3913.7278019964356,7612.022982125805,5653.4785,5638.778,5668.179,3415.537,7891.42,Train,2020-2021,24
2019-01-01,5750.0,5887.130407117916,5887.130407117915,5887.130407117917,4037.9828170532305,7736.2779971826,5702.895,5689.4126,5716.3774,3464.9536,7940.8364,Train,2020-2021,24
