Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Seq2Seq+Attention_Mean,Seq2Seq+Attention_CI_Lower,Seq2Seq+Attention_CI_Upper,Seq2Seq+Attention_PI_Lower,Seq2Seq+Attention_PI_Upper,Dataset,Horizon,Horizon_Months
2015-06-01,4369.0,4019.0132157287394,4019.0132157287394,4019.0132157287394,1614.3878700050263,6423.638561452452,4761.0503,4717.5737,4804.527,2136.4314,7385.669,Train,2020-2023,48
2015-07-01,4672.0,3910.9735683921876,3910.9735683921876,3910.9735683921876,1506.3482226684746,6315.598914115901,4681.7314,4633.458,4730.005,2057.1125,7306.3506,Train,2020-2023,48
2015-08-01,4661.0,4040.017556773143,4040.0175567731426,4040.0175567731435,1635.39221104943,6444.642902496857,4766.378,4722.255,4810.501,2141.759,7390.997,Train,2020-2023,48
2015-09-01,4655.0,4081.333303032528,4081.333303032528,4081.333303032528,1676.707957308815,6485.958648756241,4764.5835,4721.9214,4807.2456,2139.9646,7389.202,Train,2020-2023,48
2015-10-01,4716.0,4093.180929257304,4093.180929257304,4093.180929257304,1688.5555835335908,6497.806274981017,4795.734,4753.261,4838.2065,2171.115,7420.3525,Train,2020-2023,48
2015-11-01,4377.0,4131.5119828039105,4131.51198280391,4131.511982803911,1726.8866370801975,6536.137328527624,4820.87,4779.139,4862.601,2196.2512,7445.4893,Train,2020-2023,48
2015-12-01,4484.0,3956.790228189663,3956.7902281896627,3956.7902281896636,1552.16488246595,6361.415573913377,4755.0986,4706.0146,4804.1826,2130.4797,7379.718,Train,2020-2023,48
2016-01-01,4911.0,8291.63726307644,8291.63726307644,8291.63726307644,5887.011917352727,10696.262608800153,4722.563,4674.1973,4770.9287,2097.944,7347.1816,Train,2020-2023,48
2016-02-01,5218.0,4492.581348330698,4492.581348330697,4492.581348330699,2087.9560026069853,6897.206694054412,4843.544,4802.713,4884.375,2218.925,7468.163,Train,2020-2023,48
2016-03-01,5759.0,5577.917834708549,5577.917834708548,5577.91783470855,3173.292488984836,7982.543180432262,5024.1924,4981.228,5067.1567,2399.5735,7648.8115,Train,2020-2023,48
