Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Transformer_Mean,Transformer_CI_Lower,Transformer_CI_Upper,Transformer_PI_Lower,Transformer_PI_Upper,Dataset,Horizon,Horizon_Months
2015-07-01,4672.0,4375.26905648758,4375.269056487579,4375.269056487581,2508.1785947216567,6242.359518253504,5020.433,4914.0547,5126.8115,2465.2676,7575.5986,Train,2020-2021,24
2015-08-01,4661.0,4665.007261546665,4665.007261546664,4665.007261546666,2797.9167997807417,6532.097723312589,5028.1113,4927.7764,5128.4463,2472.9458,7583.277,Train,2020-2021,24
2015-09-01,4655.0,4661.406672415176,4661.406672415175,4661.406672415177,2794.3162106492528,6528.4971341811,5051.2305,4947.7817,5154.679,2496.065,7606.396,Train,2020-2021,24
2015-10-01,4716.0,4655.126480127627,4655.126480127627,4655.126480127627,2788.036018361703,6522.21694189355,5042.751,4947.817,5137.685,2487.5854,7597.9165,Train,2020-2021,24
2015-11-01,4377.0,4714.617871971588,4714.617871971587,4714.617871971589,2847.5274102056646,6581.708333737512,5071.6577,4983.6396,5159.676,2516.4922,7626.823,Train,2020-2021,24
2015-12-01,4484.0,4384.696348981123,4384.696348981122,4384.696348981124,2517.6058872152,6251.786810747047,5050.6064,4949.2534,5151.9595,2495.441,7605.772,Train,2020-2021,24
2016-01-01,4911.0,6899.824116236392,6899.824116236392,6899.824116236392,5032.7336544704685,8766.914578002315,5053.698,4946.14,5161.2563,2498.5327,7608.864,Train,2020-2021,24
2016-02-01,5218.0,4762.209428552928,4762.209428552927,4762.209428552929,2895.118966787005,6629.299890318852,5076.6245,4982.7725,5170.4766,2521.459,7631.79,Train,2020-2021,24
2016-03-01,5759.0,5586.840700357107,5586.8407003571065,5586.840700357108,3719.750238591184,7453.931162123031,5132.3,5054.403,5210.197,2577.1343,7687.4653,Train,2020-2021,24
2016-04-01,5456.0,5469.543000991934,5469.543000991933,5469.543000991935,3602.4525392260102,7336.633462757857,5269.167,5224.236,5314.098,2714.0015,7824.3325,Train,2020-2021,24
2016-05-01,5359.0,5595.632798144456,5595.632798144456,5595.632798144456,3728.542336378532,7462.723259910379,5382.199,5360.2974,5404.101,2827.0337,7937.3647,Train,2020-2021,24
2016-06-01,5305.0,5156.869959575762,5156.869959575761,5156.869959575763,3289.779497809838,7023.960421341685,5509.3496,5469.473,5549.226,2954.184,8064.515,Train,2020-2021,24
2016-07-01,5769.0,5535.2236753988345,5535.223675398834,5535.223675398835,3668.133213632911,7402.314137164758,5595.555,5556.0405,5635.07,3040.3896,8150.7207,Train,2020-2021,24
2016-08-01,5565.0,5751.5338033430135,5751.533803343013,5751.533803343014,3884.44334157709,7618.624265108937,5669.054,5630.899,5707.2095,3113.8887,8224.22,Train,2020-2021,24
2016-09-01,5367.0,5569.408740394357,5569.408740394357,5569.408740394357,3702.3182786284333,7436.49920216028,5685.907,5642.178,5729.636,3130.7417,8241.072,Train,2020-2021,24
2016-10-01,5633.0,5422.150054380678,5422.150054380677,5422.150054380679,3555.0595926147544,7289.240516146601,5661.9116,5621.135,5702.6885,3106.746,8217.077,Train,2020-2021,24
2016-11-01,5664.0,5357.016189351527,5357.016189351526,5357.016189351528,3489.9257275856035,7224.10665111745,5693.359,5664.1196,5722.598,3138.1934,8248.524,Train,2020-2021,24
2016-12-01,6082.0,5720.584077650826,5720.584077650826,5720.584077650826,3853.4936158849023,7587.674539416749,5717.4907,5678.835,5756.1465,3162.3252,8272.656,Train,2020-2021,24
2017-01-01,6505.0,7064.979816460045,7064.979816460044,7064.979816460046,5197.889354694122,8932.070278225969,5782.0625,5748.5176,5815.6074,3226.897,8337.229,Train,2020-2021,24
2017-02-01,5813.0,6617.3485603628815,6617.348560362881,6617.348560362882,4750.258098596958,8484.439022128805,5865.706,5823.757,5907.6553,3310.5405,8420.871,Train,2020-2021,24
2017-03-01,6379.0,6327.2422971491615,6327.2422971491615,6327.2422971491615,4460.151835383238,8194.332758915085,5896.5747,5854.249,5938.9004,3341.4092,8451.74,Train,2020-2021,24
2017-04-01,6091.0,6079.626160975285,6079.626160975284,6079.6261609752855,4212.535699209361,7946.716622741208,5978.0435,5923.394,6032.693,3422.878,8533.209,Train,2020-2021,24
2017-05-01,6219.0,6094.638202705189,6094.638202705189,6094.638202705189,4227.547740939265,7961.728664471112,6004.8384,5963.8247,6045.852,3449.6729,8560.004,Train,2020-2021,24
2017-06-01,6052.0,6090.939190626028,6090.939190626028,6090.939190626028,4223.8487288601045,7958.0296523919515,6007.002,5963.998,6050.006,3451.8364,8562.168,Train,2020-2021,24
2017-07-01,6105.0,6422.361091399268,6422.361091399268,6422.361091399268,4555.2706296333445,8289.451553165192,6014.7295,5982.065,6047.394,3459.564,8569.895,Train,2020-2021,24
2017-08-01,6030.0,5999.032302168206,5999.032302168206,5999.032302168206,4131.941840402283,7866.12276393413,5996.991,5956.9336,6037.049,3441.8257,8552.156,Train,2020-2021,24
2017-09-01,5969.0,5912.376100839152,5912.376100839152,5912.376100839152,4045.2856390732286,7779.4665626050755,5998.571,5967.2905,6029.851,3443.4053,8553.736,Train,2020-2021,24
2017-10-01,5707.0,6139.177723255214,6139.177723255213,6139.177723255215,4272.0872614892905,8006.2681850211375,5973.4214,5944.6465,6002.1963,3418.2559,8528.587,Train,2020-2021,24
