Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Seq2Seq_Mean,Seq2Seq_CI_Lower,Seq2Seq_CI_Upper,Seq2Seq_PI_Lower,Seq2Seq_PI_Upper,Dataset,Horizon,Horizon_Months
2015-04-01,4462.0,4813.467757491103,4813.467757491102,4813.467757491104,2890.6079077384866,6736.327607243719,4750.8667,4743.9434,4757.79,2225.5068,7276.2266,Train,2020-2023,48
2015-05-01,4642.0,4470.468282966975,4470.468282966974,4470.4682829669755,2547.6084332143582,6393.328132719591,4714.889,4710.404,4719.3745,2189.5293,7240.249,Train,2020-2023,48
2015-06-01,4369.0,4637.738738814686,4637.738738814685,4637.738738814687,2714.87888906207,6560.598588567303,4781.1787,4777.347,4785.0103,2255.8188,7306.5386,Train,2020-2023,48
2015-07-01,4672.0,4375.26905648758,4375.269056487579,4375.269056487581,2452.409206734964,6298.128906240197,4659.358,4655.494,4663.2217,2133.998,7184.718,Train,2020-2023,48
2015-08-01,4661.0,4665.007261546665,4665.007261546664,4665.007261546666,2742.147411794049,6587.8671112992815,4720.426,4715.7573,4725.094,2195.066,7245.7856,Train,2020-2023,48
2015-09-01,4655.0,4661.406672415176,4661.406672415175,4661.406672415177,2738.54682266256,6584.266522167793,4746.426,4739.9985,4752.853,2221.066,7271.7856,Train,2020-2023,48
2015-10-01,4716.0,4655.126480127627,4655.126480127627,4655.126480127627,2732.26663037501,6577.986329880243,4811.3286,4807.042,4815.615,2285.9688,7336.6885,Train,2020-2023,48
2015-11-01,4377.0,4714.617871971588,4714.617871971587,4714.617871971589,2791.7580222189717,6637.4777217242045,4827.8193,4822.8867,4832.752,2302.4595,7353.179,Train,2020-2023,48
2015-12-01,4484.0,4384.696348981123,4384.696348981122,4384.696348981124,2461.836499228507,6307.55619873374,4729.3633,4724.7163,4734.0103,2204.0034,7254.723,Train,2020-2023,48
2016-01-01,4911.0,6899.824116236392,6899.824116236392,6899.824116236392,4976.964266483776,8822.683965989008,4676.025,4672.073,4679.9766,2150.665,7201.385,Train,2020-2023,48
2016-02-01,5218.0,4762.209428552928,4762.209428552927,4762.209428552929,2839.349578800312,6685.069278305545,4775.9365,4765.682,4786.191,2250.5767,7301.2964,Train,2020-2023,48
2016-03-01,5759.0,5586.840700357107,5586.8407003571065,5586.840700357108,3663.980850604491,7509.700550109724,5039.029,5025.2163,5052.8413,2513.669,7564.3887,Train,2020-2023,48
2016-04-01,5456.0,5469.543000991934,5469.543000991933,5469.543000991935,3546.6831512393173,7392.40285074455,5426.54,5409.348,5443.732,2901.1802,7951.9,Train,2020-2023,48
2016-05-01,5359.0,5595.632798144456,5595.632798144456,5595.632798144456,3672.7729483918392,7518.492647897072,5564.629,5556.2983,5572.9595,3039.269,8089.989,Train,2020-2023,48
2016-06-01,5305.0,5156.869959575762,5156.869959575761,5156.869959575763,3234.0101098231453,7079.729809328378,5563.2725,5558.967,5567.578,3037.9126,8088.6323,Train,2020-2023,48
