Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,TCN_Mean,TCN_CI_Lower,TCN_CI_Upper,TCN_PI_Lower,TCN_PI_Upper,Dataset,Horizon,Horizon_Months
2015-08-01,4661.0,4040.017556773143,4040.0175567731426,4040.0175567731435,1615.8387911216746,6464.196322424612,4552.204,4249.607,4854.8013,1549.6985,7554.71,Train,2020-2023,48
2015-09-01,4655.0,4081.333303032528,4081.333303032528,4081.333303032528,1657.1545373810595,6505.512068683996,4450.2607,4124.147,4776.3745,1447.7551,7452.7666,Train,2020-2023,48
2015-10-01,4716.0,4093.180929257304,4093.180929257304,4093.180929257304,1669.0021636058354,6517.359694908772,4530.378,4222.056,4838.6997,1527.8723,7532.884,Train,2020-2023,48
2015-11-01,4377.0,4131.5119828039105,4131.51198280391,4131.511982803911,1707.333217152442,6555.690748455379,4527.0063,4184.823,4869.1895,1524.5007,7529.5117,Train,2020-2023,48
2015-12-01,4484.0,3956.790228189663,3956.7902281896627,3956.7902281896636,1532.6114625381947,6380.968993841132,4397.371,4102.1357,4692.6064,1394.8655,7399.877,Train,2020-2023,48
2016-01-01,4911.0,8291.63726307644,8291.63726307644,8291.63726307644,5867.458497424972,10715.816028727908,4409.877,4090.3425,4729.4116,1407.3713,7412.383,Train,2020-2023,48
2016-02-01,5218.0,4492.581348330698,4492.581348330697,4492.581348330699,2068.40258267923,6916.760113982167,4632.5986,4308.1313,4957.066,1630.093,7635.1045,Train,2020-2023,48
2016-03-01,5759.0,5577.917834708549,5577.917834708548,5577.91783470855,3153.7390690570805,8002.096600360017,4868.06,4539.8306,5196.2896,1865.5544,7870.5654,Train,2020-2023,48
2016-04-01,5456.0,5289.123440345153,5289.123440345153,5289.123440345153,2864.944674693684,7713.302205996621,5234.4326,4844.1953,5624.67,2231.927,8236.938,Train,2020-2023,48
2016-05-01,5359.0,5523.155509555043,5523.155509555043,5523.155509555043,3098.9767439035745,7947.334275206511,5201.4673,4812.7197,5590.215,2198.9617,8203.973,Train,2020-2023,48
2016-06-01,5305.0,5003.910662847536,5003.910662847535,5003.9106628475365,2579.731897196067,7428.0894284990045,5246.122,4828.001,5664.243,2243.6165,8248.628,Train,2020-2023,48
2016-07-01,5769.0,5496.608416022239,5496.608416022238,5496.60841602224,3072.4296503707706,7920.787181673708,5200.9497,4790.635,5611.2646,2198.444,8203.455,Train,2020-2023,48
2016-08-01,5565.0,5641.626810166473,5641.626810166472,5641.626810166474,3217.4480445150043,8065.805575817942,5528.2812,5140.3057,5916.257,2525.7756,8530.787,Train,2020-2023,48
2016-09-01,5367.0,5462.428686348581,5462.42868634858,5462.428686348582,3038.249920697113,7886.607452000049,5354.084,4973.67,5734.498,2351.5784,8356.59,Train,2020-2023,48
2016-10-01,5633.0,5355.390244738751,5355.390244738751,5355.390244738751,2931.2114790872824,7779.56901039022,5304.9316,4937.5967,5672.2666,2302.426,8307.4375,Train,2020-2023,48
2016-11-01,5664.0,5236.751923444665,5236.751923444665,5236.751923444665,2812.573157793197,7660.930689096134,5420.62,5014.3276,5826.9126,2418.1145,8423.126,Train,2020-2023,48
2016-12-01,6082.0,5731.276925811703,5731.276925811702,5731.276925811704,3307.098160160235,8155.455691463172,5502.4204,5132.426,5872.415,2499.9148,8504.926,Train,2020-2023,48
2017-01-01,6505.0,6624.136506141762,6624.13650614176,6624.136506141764,4199.957740490294,9048.31527179323,5732.849,5319.3896,6146.3086,2730.3435,8735.3545,Train,2020-2023,48
2017-02-01,5813.0,6633.904089043668,6633.904089043667,6633.904089043669,4209.7253233922,9058.082854695136,6008.7183,5582.86,6434.5767,3006.2126,9011.224,Train,2020-2023,48
2017-03-01,6379.0,6299.129305080895,6299.1293050808945,6299.129305080896,3874.950539429427,8723.308070732364,5754.0205,5325.806,6182.235,2751.515,8756.526,Train,2020-2023,48
2017-04-01,6091.0,6016.992350166715,6016.9923501667145,6016.992350166716,3592.813584515247,8441.171115818184,6105.38,5610.4526,6600.307,3102.8743,9107.886,Train,2020-2023,48
2017-05-01,6219.0,5965.141950753438,5965.141950753437,5965.141950753439,3540.96318510197,8389.320716404907,5973.085,5547.6143,6398.5557,2970.5793,8975.591,Train,2020-2023,48
2017-06-01,6052.0,6074.479948771217,6074.479948771216,6074.479948771218,3650.3011831197487,8498.658714422685,6089.1143,5656.034,6522.1943,3086.6086,9091.62,Train,2020-2023,48
2017-07-01,6105.0,6437.901968526436,6437.901968526436,6437.901968526436,4013.7232028749672,8862.080734177904,5864.7856,5426.78,6302.7915,2862.28,8867.291,Train,2020-2023,48
2017-08-01,6030.0,5886.04844388808,5886.04844388808,5886.04844388808,3461.869678236612,8310.22720953955,6013.4595,5617.4507,6409.4683,3010.9539,9015.965,Train,2020-2023,48
2017-09-01,5969.0,5808.598590951545,5808.598590951544,5808.598590951546,3384.4198253000764,8232.777356603014,5873.6533,5441.652,6305.655,2871.1477,8876.159,Train,2020-2023,48
2017-10-01,5707.0,6165.28177173888,6165.281771738879,6165.281771738881,3741.1030060874114,8589.460537390349,5869.948,5476.9507,6262.946,2867.4426,8872.454,Train,2020-2023,48
2017-11-01,5681.0,5691.107183724431,5691.107183724431,5691.107183724431,3266.9284180729624,8115.285949375899,5669.044,5281.515,6056.5728,2666.5383,8671.55,Train,2020-2023,48
2017-12-01,6052.0,6059.330803791788,6059.330803791787,6059.330803791789,3635.1520381403193,8483.509569443257,5632.79,5260.6567,6004.9233,2630.2844,8635.296,Train,2020-2023,48
2018-01-01,5904.0,6466.304232323243,6466.304232323242,6466.304232323244,4042.1254666717746,8890.482997974712,5786.0654,5383.353,6188.778,2783.5598,8788.571,Train,2020-2023,48
2018-02-01,5426.0,5339.989561304121,5339.98956130412,5339.989561304122,2915.8107956526524,7764.168326955589,5714.6523,5334.317,6094.988,2712.1467,8717.158,Train,2020-2023,48
2018-03-01,6005.0,6014.601761580031,6014.601761580031,6014.601761580031,3590.4229959285626,8438.7805272315,5453.6396,5087.715,5819.5645,2451.134,8456.1455,Train,2020-2023,48
2018-04-01,5766.0,5739.385281614529,5739.385281614528,5739.38528161453,3315.2065159630606,8163.564047265998,5752.513,5328.915,6176.1113,2750.0076,8755.019,Train,2020-2023,48
2018-05-01,5946.0,5892.827662404123,5892.827662404122,5892.827662404124,3468.6488967526543,8317.00642805559,5639.663,5270.364,6008.9624,2637.1575,8642.169,Train,2020-2023,48
