Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Seq2Seq+Attention_Mean,Seq2Seq+Attention_CI_Lower,Seq2Seq+Attention_CI_Upper,Seq2Seq+Attention_PI_Lower,Seq2Seq+Attention_PI_Upper,Dataset,Horizon,Horizon_Months
2015-04-01,4462.0,4813.467757491103,4813.467757491102,4813.467757491104,2863.789990025295,6763.145524956911,4734.2295,4723.7495,4744.7095,2143.2603,7325.1987,Train,2020-2022,36
2015-05-01,4642.0,4470.468282966975,4470.468282966974,4470.4682829669755,2520.7905155011667,6420.146050432782,4680.656,4663.0454,4698.266,2089.6865,7271.625,Train,2020-2022,36
2015-06-01,4369.0,4637.738738814686,4637.738738814685,4637.738738814687,2688.0609713488784,6587.416506280494,4771.285,4755.4507,4787.1196,2180.316,7362.2544,Train,2020-2022,36
2015-07-01,4672.0,4375.26905648758,4375.269056487579,4375.269056487581,2425.5912890217724,6324.946823953388,4629.4194,4603.7764,4655.0625,2038.4502,7220.3887,Train,2020-2022,36
2015-08-01,4661.0,4665.007261546665,4665.007261546664,4665.007261546666,2715.3294940808573,6614.685029012473,4702.54,4687.1953,4717.885,2111.5708,7293.5093,Train,2020-2022,36
2015-09-01,4655.0,4661.406672415176,4661.406672415175,4661.406672415177,2711.7289049493684,6611.084439880984,4717.327,4705.665,4728.9893,2126.358,7308.2964,Train,2020-2022,36
2015-10-01,4716.0,4655.126480127627,4655.126480127627,4655.126480127627,2705.4487126618187,6604.804247593434,4795.8447,4782.778,4808.9116,2204.8755,7386.814,Train,2020-2022,36
2015-11-01,4377.0,4714.617871971588,4714.617871971587,4714.617871971589,2764.9401045057803,6664.295639437396,4813.162,4801.3716,4824.9526,2222.1929,7404.1313,Train,2020-2022,36
2015-12-01,4484.0,4384.696348981123,4384.696348981122,4384.696348981124,2435.0185815153154,6334.374116446931,4707.8506,4684.3574,4731.3438,2116.8813,7298.82,Train,2020-2022,36
2016-01-01,4911.0,6899.824116236392,6899.824116236392,6899.824116236392,4950.146348770584,8849.5018837022,4658.337,4633.973,4682.7007,2067.3677,7249.306,Train,2020-2022,36
