Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,TCN_Mean,TCN_CI_Lower,TCN_CI_Upper,TCN_PI_Lower,TCN_PI_Upper,Dataset,Horizon,Horizon_Months
2015-09-01,4655.0,4661.406672415176,4661.406672415175,4661.406672415177,2773.6369442724867,6549.176400557866,4541.41,4398.819,4684.0015,2696.8464,6385.9736,Train,2020-2021,24
2015-10-01,4716.0,4655.126480127627,4655.126480127627,4655.126480127627,2767.356751984937,6542.8962082703165,4636.7437,4473.8657,4799.6216,2792.18,6481.3076,Train,2020-2021,24
2015-11-01,4377.0,4714.617871971588,4714.617871971587,4714.617871971589,2826.8481438288986,6602.387600114278,4596.107,4439.488,4752.726,2751.5432,6440.671,Train,2020-2021,24
2015-12-01,4484.0,4384.696348981123,4384.696348981122,4384.696348981124,2496.926620838434,6272.466077123812,4434.382,4270.4854,4598.2783,2589.818,6278.9453,Train,2020-2021,24
2016-01-01,4911.0,6899.824116236392,6899.824116236392,6899.824116236392,5012.054388093702,8787.593844379082,4426.536,4250.9404,4602.132,2581.9724,6271.0996,Train,2020-2021,24
2016-02-01,5218.0,4762.209428552928,4762.209428552927,4762.209428552929,2874.439700410239,6649.979156695617,4765.163,4609.6255,4920.7007,2920.5994,6609.7266,Train,2020-2021,24
2016-03-01,5759.0,5586.840700357107,5586.8407003571065,5586.840700357108,3699.070972214418,7474.610428499796,5077.161,4908.385,5245.9375,3232.5974,6921.7246,Train,2020-2021,24
2016-04-01,5456.0,5469.543000991934,5469.543000991933,5469.543000991935,3581.773272849244,7357.312729134623,5512.1553,5298.217,5726.0938,3667.5916,7356.7188,Train,2020-2021,24
2016-05-01,5359.0,5595.632798144456,5595.632798144456,5595.632798144456,3707.863070001766,7483.4025262871455,5422.587,5208.8613,5636.3125,3578.0232,7267.1504,Train,2020-2021,24
2016-06-01,5305.0,5156.869959575762,5156.869959575761,5156.869959575763,3269.100231433072,7044.639687718451,5362.0513,5120.191,5603.9116,3517.4875,7206.615,Train,2020-2021,24
2016-07-01,5769.0,5535.2236753988345,5535.223675398834,5535.223675398835,3647.453947256145,7422.9934035415245,5292.994,5059.4824,5526.506,3448.4304,7137.5576,Train,2020-2021,24
2016-08-01,5565.0,5751.5338033430135,5751.533803343013,5751.533803343014,3863.764075200324,7639.3035314857025,5679.1455,5450.439,5907.852,3834.5818,7523.709,Train,2020-2021,24
2016-09-01,5367.0,5569.408740394357,5569.408740394357,5569.408740394357,3681.6390122516673,7457.178468537046,5496.9844,5318.915,5675.0537,3652.4207,7341.548,Train,2020-2021,24
2016-10-01,5633.0,5422.150054380678,5422.150054380677,5422.150054380679,3534.3803262379884,7309.919782523368,5361.126,5163.112,5559.14,3516.5623,7205.6895,Train,2020-2021,24
2016-11-01,5664.0,5357.016189351527,5357.016189351526,5357.016189351528,3469.2464612088374,7244.785917494217,5494.14,5302.139,5686.141,3649.5764,7338.704,Train,2020-2021,24
2016-12-01,6082.0,5720.584077650826,5720.584077650826,5720.584077650826,3832.8143495081363,7608.353805793515,5622.895,5433.1255,5812.6646,3778.3313,7467.459,Train,2020-2021,24
2017-01-01,6505.0,7064.979816460045,7064.979816460044,7064.979816460046,5177.210088317355,8952.749544602735,5890.429,5672.2256,6108.633,4045.8655,7734.993,Train,2020-2021,24
2017-02-01,5813.0,6617.3485603628815,6617.348560362881,6617.348560362882,4729.5788322201915,8505.118288505571,6304.852,6078.631,6531.073,4460.288,8149.416,Train,2020-2021,24
2017-03-01,6379.0,6327.2422971491615,6327.2422971491615,6327.2422971491615,4439.4725690064715,8215.012025291851,5887.261,5669.0376,6105.485,4042.6975,7731.825,Train,2020-2021,24
2017-04-01,6091.0,6079.626160975285,6079.626160975284,6079.6261609752855,4191.856432832596,7967.395889117974,6215.6123,5942.226,6488.9985,4371.049,8060.176,Train,2020-2021,24
2017-05-01,6219.0,6094.638202705189,6094.638202705189,6094.638202705189,4206.8684745625,7982.407930847878,6097.46,5880.917,6314.003,4252.8965,7942.0234,Train,2020-2021,24
2017-06-01,6052.0,6090.939190626028,6090.939190626028,6090.939190626028,4203.169462483338,7978.708918768718,6190.9194,5932.6963,6449.1426,4346.3555,8035.4834,Train,2020-2021,24
2017-07-01,6105.0,6422.361091399268,6422.361091399268,6422.361091399268,4534.591363256579,8310.130819541957,5939.3916,5734.5425,6144.2407,4094.828,7783.955,Train,2020-2021,24
2017-08-01,6030.0,5999.032302168206,5999.032302168206,5999.032302168206,4111.262574025517,7886.802030310895,6106.401,5886.102,6326.6997,4261.837,7950.965,Train,2020-2021,24
