Date,Actual,SARIMA_Mean,SARIMA_CI_Lower,SARIMA_CI_Upper,SARIMA_PI_Lower,SARIMA_PI_Upper,Transformer_Mean,Transformer_CI_Lower,Transformer_CI_Upper,Transformer_PI_Lower,Transformer_PI_Upper,Dataset,Horizon,Horizon_Months
2015-07-01,4672.0,4375.26905648758,4375.269056487579,4375.269056487581,2447.3561310759787,6303.181981899182,5020.433,4914.0547,5126.8115,2000.3064,8040.5596,Train,2020-2023,48
2015-08-01,4661.0,4665.007261546665,4665.007261546664,4665.007261546666,2737.0943361350637,6592.920186958267,5028.1113,4927.7764,5128.4463,2007.9846,8048.2383,Train,2020-2023,48
2015-09-01,4655.0,4661.406672415176,4661.406672415175,4661.406672415177,2733.4937470035748,6589.319597826778,5051.2305,4947.7817,5154.679,2031.1038,8071.3574,Train,2020-2023,48
2015-10-01,4716.0,4655.126480127627,4655.126480127627,4655.126480127627,2727.213554716025,6583.039405539228,5042.751,4947.817,5137.685,2022.6243,8062.878,Train,2020-2023,48
2015-11-01,4377.0,4714.617871971588,4714.617871971587,4714.617871971589,2786.7049465599866,6642.53079738319,5071.6577,4983.6396,5159.676,2051.531,8091.784,Train,2020-2023,48
2015-12-01,4484.0,4384.696348981123,4384.696348981122,4384.696348981124,2456.783423569522,6312.609274392725,5050.6064,4949.2534,5151.9595,2030.4797,8070.7334,Train,2020-2023,48
2016-01-01,4911.0,6899.824116236392,6899.824116236392,6899.824116236392,4971.9111908247905,8827.737041647993,5053.698,4946.14,5161.2563,2033.5715,8073.825,Train,2020-2023,48
2016-02-01,5218.0,4762.209428552928,4762.209428552927,4762.209428552929,2834.296503141327,6690.12235396453,5076.6245,4982.7725,5170.4766,2056.4978,8096.751,Train,2020-2023,48
2016-03-01,5759.0,5586.840700357107,5586.8407003571065,5586.840700357108,3658.927774945506,7514.753625768709,5132.3,5054.403,5210.197,2112.173,8152.427,Train,2020-2023,48
2016-04-01,5456.0,5469.543000991934,5469.543000991933,5469.543000991935,3541.6300755803322,7397.455926403535,5269.167,5224.236,5314.098,2249.0403,8289.294,Train,2020-2023,48
2016-05-01,5359.0,5595.632798144456,5595.632798144456,5595.632798144456,3667.719872732854,7523.545723556057,5382.199,5360.2974,5404.101,2362.0725,8402.326,Train,2020-2023,48
2016-06-01,5305.0,5156.869959575762,5156.869959575761,5156.869959575763,3228.95703416416,7084.782884987363,5509.3496,5469.473,5549.226,2489.223,8529.477,Train,2020-2023,48
2016-07-01,5769.0,5535.2236753988345,5535.223675398834,5535.223675398835,3607.310749987233,7463.136600810436,5595.555,5556.0405,5635.07,2575.4285,8615.682,Train,2020-2023,48
2016-08-01,5565.0,5751.5338033430135,5751.533803343013,5751.533803343014,3823.620877931412,7679.446728754615,5669.054,5630.899,5707.2095,2648.9275,8689.181,Train,2020-2023,48
2016-09-01,5367.0,5569.408740394357,5569.408740394357,5569.408740394357,3641.4958149827553,7497.321665805958,5685.907,5642.178,5729.636,2665.7805,8706.034,Train,2020-2023,48
2016-10-01,5633.0,5422.150054380678,5422.150054380677,5422.150054380679,3494.2371289690764,7350.062979792279,5661.9116,5621.135,5702.6885,2641.785,8682.038,Train,2020-2023,48
2016-11-01,5664.0,5357.016189351527,5357.016189351526,5357.016189351528,3429.1032639399255,7284.929114763128,5693.359,5664.1196,5722.598,2673.2322,8713.485,Train,2020-2023,48
2016-12-01,6082.0,5720.584077650826,5720.584077650826,5720.584077650826,3792.6711522392243,7648.497003062427,5717.4907,5678.835,5756.1465,2697.364,8737.617,Train,2020-2023,48
2017-01-01,6505.0,7064.979816460045,7064.979816460044,7064.979816460046,5137.066891048444,8992.892741871647,5782.0625,5748.5176,5815.6074,2761.9358,8802.189,Train,2020-2023,48
2017-02-01,5813.0,6617.3485603628815,6617.348560362881,6617.348560362882,4689.43563495128,8545.261485774483,5865.706,5823.757,5907.6553,2845.5793,8885.833,Train,2020-2023,48
2017-03-01,6379.0,6327.2422971491615,6327.2422971491615,6327.2422971491615,4399.32937173756,8255.155222560763,5896.5747,5854.249,5938.9004,2876.448,8916.701,Train,2020-2023,48
2017-04-01,6091.0,6079.626160975285,6079.626160975284,6079.6261609752855,4151.713235563683,8007.539086386886,5978.0435,5923.394,6032.693,2957.9167,8998.17,Train,2020-2023,48
2017-05-01,6219.0,6094.638202705189,6094.638202705189,6094.638202705189,4166.725277293587,8022.55112811679,6004.8384,5963.8247,6045.852,2984.7117,9024.965,Train,2020-2023,48
2017-06-01,6052.0,6090.939190626028,6090.939190626028,6090.939190626028,4163.0262652144265,8018.8521160376295,6007.002,5963.998,6050.006,2986.8752,9027.129,Train,2020-2023,48
2017-07-01,6105.0,6422.361091399268,6422.361091399268,6422.361091399268,4494.4481659876665,8350.274016810868,6014.7295,5982.065,6047.394,2994.6028,9034.856,Train,2020-2023,48
2017-08-01,6030.0,5999.032302168206,5999.032302168206,5999.032302168206,4071.1193767566047,7926.945227579808,5996.991,5956.9336,6037.049,2976.8645,9017.118,Train,2020-2023,48
2017-09-01,5969.0,5912.376100839152,5912.376100839152,5912.376100839152,3984.4631754275506,7840.2890262507535,5998.571,5967.2905,6029.851,2978.444,9018.697,Train,2020-2023,48
2017-10-01,5707.0,6139.177723255214,6139.177723255213,6139.177723255215,4211.2647978436125,8067.0906486668155,5973.4214,5944.6465,6002.1963,2953.2947,8993.548,Train,2020-2023,48
2017-11-01,5681.0,5630.112178760209,5630.112178760208,5630.11217876021,3702.1992533486073,7558.02510417181,5943.4214,5919.94,5966.903,2923.2947,8963.548,Train,2020-2023,48
2017-12-01,6052.0,5948.060635920198,5948.0606359201975,5948.060635920199,4020.147710508597,7875.9735613318,5906.086,5881.964,5930.208,2885.9592,8926.213,Train,2020-2023,48
2018-01-01,5904.0,6813.856842262458,6813.856842262457,6813.8568422624585,4885.943916850856,8741.769767674059,5901.391,5877.749,5925.033,2881.2644,8921.518,Train,2020-2023,48
2018-02-01,5426.0,5575.215556047499,5575.2155560474985,5575.2155560475,3647.302630635898,7503.128481459101,5882.5205,5857.0166,5908.0244,2862.3938,8902.647,Train,2020-2023,48
2018-03-01,6005.0,5979.405474600747,5979.405474600747,5979.405474600747,4051.4925491891454,7907.318400012348,5842.0703,5809.811,5874.3296,2821.9436,8862.197,Train,2020-2023,48
2018-04-01,5766.0,5698.739568918026,5698.739568918026,5698.739568918026,3770.8266435064243,7626.652494329627,5863.486,5837.5156,5889.456,2843.3591,8883.612,Train,2020-2023,48
2018-05-01,5946.0,5843.610855974663,5843.610855974662,5843.6108559746635,3915.697930563061,7771.523781386264,5852.1533,5813.502,5890.8047,2832.0266,8872.28,Train,2020-2023,48
2018-06-01,5981.0,5784.347348858907,5784.347348858907,5784.347348858907,3856.4344234473056,7712.2602742705085,5860.5034,5834.251,5886.756,2840.3767,8880.63,Train,2020-2023,48
2018-07-01,6104.0,6172.2512938969,6172.2512938969,6172.2512938969,4244.338368485299,8100.164219308502,5881.015,5863.0703,5898.96,2860.8884,8901.142,Train,2020-2023,48
2018-08-01,5991.0,6011.273621553612,6011.273621553612,6011.273621553612,4083.360696142011,7939.186546965214,5905.7383,5871.702,5939.7744,2885.6116,8925.865,Train,2020-2023,48
2018-09-01,5670.0,5905.972321501537,5905.9723215015365,5905.972321501538,3978.059396089936,7833.885246913139,5934.708,5916.765,5952.651,2914.5813,8954.835,Train,2020-2023,48
2018-10-01,5709.0,5607.717167184074,5607.717167184073,5607.717167184075,3679.804241772473,7535.630092595676,5914.83,5888.314,5941.346,2894.7034,8934.957,Train,2020-2023,48
2018-11-01,5416.0,5637.518087418205,5637.518087418205,5637.518087418205,3709.6051620066037,7565.431012829807,5903.802,5880.8647,5926.739,2883.675,8923.929,Train,2020-2023,48
2018-12-01,5793.0,5762.875392061121,5762.87539206112,5762.875392061122,3834.9624666495192,7690.788317472722,5846.879,5810.516,5883.2417,2826.7522,8867.006,Train,2020-2023,48
